,,Sub003:LFHD,,,Sub003:RFHD,,,Sub003:LBHD,,,Sub003:RBHD,,,Sub003:C7,,,Sub003:T10,,,Sub003:CLAV,,,Sub003:STRN,,,Sub003:RBAK,,,Sub003:LSHO,,,Sub003:LUPA,,,Sub003:LELB,,,Sub003:LFRM,,,Sub003:LWRA,,,Sub003:LWRB,,,Sub003:LFIN,,,Sub003:RSHO,,,Sub003:RUPA,,,Sub003:RELB,,,Sub003:RFRM,,,Sub003:RWRA,,,Sub003:RWRB,,,Sub003:RFIN,,,Sub003:LASI,,,Sub003:RASI,,,Sub003:LPSI,,,Sub003:RPSI,,,Sub003:LTHI,,,Sub003:LKNE,,,Sub003:LTIB,,,Sub003:LANK,,,Sub003:LHEE,,,Sub003:LTOE,,,Sub003:RTHI,,,Sub003:RKNE,,,Sub003:RTIB,,,Sub003:RANK,,,Sub003:RHEE,,,Sub003:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
651,0,285.717,252.483,1715.17,128.656,252.983,1705.98,299.373,365.697,1702.94,144.905,376.365,1698.51,223.285,415.295,1519.69,234.791,484.872,1239.66,234.435,279.831,1430.39,242.94,248.737,1259.49,149.992,474.606,1432.87,427.987,362.717,1476.55,476.114,360.554,1229.44,487.813,379.401,1098,491.384,299.636,961.904,458.871,255.387,855.071,496.924,318.21,842.175,498.146,245.736,774.102,62.3291,380.378,1479.82,-4.50993,358.411,1290.59,-25.4517,395.54,1090.7,-53.8042,336.779,1015.96,-19.5178,259.235,846.722,-56.6894,322.025,834.049,-61.2211,244.978,767.189,366.642,245.347,994.637,95.2175,233.434,997.572,258.014,426.875,1017.85,176.916,421.062,1016.45,417.101,332.548,666.783,417.52,382.791,508.567,410.052,409.808,253.162,376.617,390.344,70.9957,322.961,432.695,60.2318,370.646,227.137,39.5677,42.8086,278.056,726.499,50.7759,351.921,501.659,37.5914,376.815,388.658,82.9344,382.489,69.1911,143.022,426.381,53.832,86.5419,215.971,34.656
652,0,285.7,252.499,1715.23,128.672,252.988,1705.99,299.32,365.687,1702.96,144.859,376.371,1698.48,223.276,415.176,1519.7,234.814,484.784,1239.67,234.433,279.702,1430.43,242.906,248.667,1259.5,150.141,473.61,1432.63,428.097,362.571,1476.57,476.123,360.395,1229.5,487.758,379.212,1098.03,491.364,299.446,961.936,458.843,255.238,855.104,496.901,318.076,842.217,498.131,245.536,774.145,62.2871,380.284,1479.82,-4.53123,358.371,1290.59,-25.485,395.501,1090.74,-53.8297,336.769,1015.97,-19.5851,259.209,846.721,-56.7638,322.054,834.082,-61.3186,244.95,767.208,366.635,245.313,994.621,95.1963,233.413,997.572,257.852,425.527,1017.48,176.916,421.078,1016.48,417.12,332.51,666.76,417.504,382.783,508.562,410.022,409.788,253.187,376.645,390.293,71.0721,322.988,432.672,60.2323,370.648,227.115,39.5239,42.7946,278.058,726.486,50.7699,351.934,501.657,37.5874,376.79,388.661,82.9122,382.509,69.1982,143.043,426.352,53.8597,86.5305,215.979,34.563
653,0,285.665,252.488,1715.28,128.534,252.993,1706.02,299.338,365.728,1702.95,144.802,376.325,1698.43,223.277,415.122,1519.72,234.833,484.704,1239.69,234.418,279.61,1430.43,242.897,248.603,1259.49,150.144,473.627,1432.7,428.093,362.494,1476.61,476.1,360.244,1229.51,487.728,379.047,1098.1,491.333,299.261,961.97,458.809,255.069,855.155,496.866,317.89,842.256,498.124,245.37,774.183,62.2875,380.099,1479.78,-4.53217,358.326,1290.57,-25.5147,395.51,1090.75,-53.8871,336.828,1015.96,-19.6398,259.238,846.706,-56.8081,322.08,834.063,-61.5015,245.24,767.16,366.633,245.239,994.64,95.1868,233.346,997.548,257.84,426.512,1017.75,176.894,421.01,1016.5,417.105,332.455,666.76,417.461,382.756,508.551,410.021,409.776,253.174,376.648,390.333,71.0574,322.947,432.699,60.2187,370.639,227.128,39.5089,42.7984,278.044,726.488,50.7911,351.924,501.645,37.5683,376.806,388.65,82.9411,382.496,69.1556,143.046,426.373,53.8596,86.539,215.937,34.5622
654,0,285.639,252.493,1715.35,128.55,252.975,1706.04,299.268,365.69,1702.95,144.753,376.327,1698.38,223.34,415.036,1519.77,234.837,484.681,1239.71,234.435,279.517,1430.46,242.896,248.521,1259.52,150.164,473.524,1432.67,428.078,362.357,1476.54,476.152,360.222,1229.48,487.738,378.841,1098.12,491.326,299.105,962.032,458.787,254.897,855.215,496.87,317.691,842.302,498.085,245.195,774.241,62.667,380.125,1479.51,-4.52736,358.312,1290.63,-25.5423,395.517,1090.78,-53.9274,336.824,1015.96,-19.6823,259.249,846.727,-56.8337,322.103,834.078,-61.5287,245.179,767.186,366.63,245.246,994.625,95.1828,233.32,997.554,257.952,426.093,1017.66,176.885,421.066,1016.54,417.068,332.465,666.743,417.474,382.738,508.592,410,409.798,253.17,376.642,390.375,71.0467,323.01,432.706,60.2454,370.629,227.132,39.5407,42.7929,278.044,726.488,50.7969,351.884,501.652,37.5651,376.786,388.66,82.9381,382.527,69.2152,143.05,426.367,53.8413,86.5389,215.982,34.5986
655,0,285.493,252.528,1715.39,128.533,252.977,1706.04,299.232,365.661,1702.96,144.759,376.339,1698.33,223.263,414.98,1519.71,234.874,484.577,1239.71,234.418,279.44,1430.47,242.952,248.79,1259.37,150.158,473.433,1432.68,428.008,362.15,1476.56,476.114,359.951,1229.59,487.815,378.847,1098.1,491.309,298.929,962.094,458.71,254.729,855.26,496.837,317.515,842.35,498.041,245.004,774.273,62.2901,380.009,1479.84,-4.51569,358.438,1290.56,-25.5638,395.482,1090.79,-53.9582,336.812,1015.99,-19.5517,259.028,846.841,-56.8885,322.155,834.091,-61.4775,245.071,767.211,366.626,245.215,994.626,95.1712,233.316,997.541,257.745,425.865,1017.67,176.897,421.011,1016.55,417.081,332.435,666.743,417.461,382.797,508.534,409.989,409.811,253.183,376.668,390.345,71.0875,323.009,432.659,60.0408,370.641,227.124,39.5247,42.8002,278.052,726.483,50.7855,351.891,501.655,37.5642,376.793,388.67,82.9285,382.505,69.1917,143.044,426.364,53.8516,86.5107,215.967,34.5512
656,0,285.514,252.467,1715.47,128.502,252.98,1706.07,299.224,365.654,1702.96,144.732,376.299,1698.31,223.364,414.937,1519.79,234.884,484.554,1239.73,234.421,279.366,1430.49,242.923,248.713,1259.39,150.158,473.331,1432.68,428.037,362.134,1476.59,476.156,359.928,1229.57,487.727,378.554,1098.22,491.276,298.768,962.144,458.68,254.524,855.321,496.839,317.312,842.399,497.996,244.823,774.306,62.6053,379.972,1479.47,-4.5147,358.387,1290.59,-25.5766,395.525,1090.83,-53.9875,336.809,1016.02,-19.8081,259.325,846.736,-56.9237,322.155,834.106,-61.6172,245.317,767.174,366.625,245.169,994.596,95.1923,233.277,997.534,257.86,425.383,1017.54,176.894,420.967,1016.57,417.066,332.44,666.739,417.465,382.762,508.559,409.977,409.815,253.171,376.645,390.37,71.0057,322.99,432.662,60.0371,370.617,227.141,39.5343,42.8005,278.006,726.491,50.7992,351.896,501.645,37.5898,376.769,388.66,82.9305,382.512,69.1884,143.029,426.363,53.8316,86.5238,215.966,34.5064
657,0,285.495,252.46,1715.49,128.37,252.97,1706.09,299.201,365.654,1702.97,144.665,376.264,1698.29,223.338,414.865,1519.8,234.934,484.455,1239.75,234.406,279.227,1430.52,242.823,248.259,1259.55,150.14,473.281,1432.73,428.004,361.995,1476.59,476.149,359.833,1229.6,487.773,378.419,1098.24,491.273,298.565,962.18,458.66,254.357,855.356,496.811,317.141,842.433,497.942,244.652,774.339,62.6378,379.933,1479.51,-4.51707,358.307,1290.62,-25.6292,395.48,1090.87,-54.0262,336.819,1016.05,-19.839,259.361,846.742,-56.9898,322.208,834.127,-61.6621,245.293,767.197,366.628,245.164,994.586,95.2068,233.28,997.529,257.981,426.012,1017.74,176.902,420.951,1016.58,417.059,332.442,666.747,417.384,382.84,508.406,409.984,409.821,253.184,376.648,390.333,71.0782,322.961,432.727,60.1554,370.603,227.131,39.5208,42.7961,278,726.497,50.7926,351.9,501.623,37.5895,376.747,388.661,82.9129,382.519,69.198,143.064,426.357,53.8432,86.5526,215.976,34.5796
658,0,285.493,252.431,1715.55,128.341,252.922,1706.11,299.203,365.646,1703.02,144.666,376.263,1698.29,223.331,414.826,1519.8,234.955,484.369,1239.76,234.379,279.141,1430.56,242.813,248.16,1259.59,150.153,473.238,1432.75,428.05,361.949,1476.74,476.173,359.728,1229.61,487.776,378.31,1098.26,491.266,298.419,962.206,458.628,254.194,855.388,496.802,316.969,842.495,497.898,244.469,774.368,62.2372,379.797,1479.91,-4.52716,358.219,1290.63,-25.6323,395.48,1090.9,-54.07,336.794,1016.08,-19.8994,259.386,846.745,-57.0467,322.205,834.154,-61.7411,245.338,767.186,366.794,244.917,994.512,95.2117,233.224,997.533,257.903,425.301,1017.6,176.92,420.867,1016.61,417.048,332.434,666.749,417.439,382.742,508.513,409.946,409.859,253.176,376.621,390.345,71.0835,322.995,432.669,60.036,370.613,227.111,39.5213,42.7842,277.978,726.486,50.7962,351.895,501.652,37.5933,376.763,388.645,82.9354,382.488,69.1801,143.039,426.359,53.8481,86.5347,215.939,34.6057
659,0,285.404,252.417,1715.59,128.342,252.861,1706.16,299.159,365.609,1703.02,144.608,376.209,1698.28,223.372,414.699,1519.83,234.97,484.322,1239.79,234.364,279.052,1430.59,242.865,248.453,1259.47,150.155,473.17,1432.79,427.937,361.871,1476.68,476.189,359.615,1229.65,487.776,378.109,1098.29,491.265,298.275,962.247,458.592,254.021,855.43,496.805,316.79,842.5,497.842,244.281,774.402,62.5835,379.813,1479.56,-4.52971,358.154,1290.65,-25.6581,395.452,1090.92,-54.075,336.787,1016.1,-19.9321,259.393,846.752,-57.0889,322.241,834.194,-61.7881,245.413,767.193,366.631,245.021,994.574,95.1957,233.203,997.518,257.994,426.286,1017.83,176.925,420.842,1016.63,417.049,332.427,666.743,417.402,382.71,508.561,409.932,409.854,253.191,376.63,390.384,71.0591,322.992,432.72,60.2091,370.581,227.12,39.4934,42.7801,277.988,726.469,50.7955,351.895,501.652,37.593,376.76,388.685,82.9418,382.524,69.197,143.041,426.321,53.8879,86.528,215.946,34.537
660,0,285.368,252.508,1715.7,128.274,252.857,1706.17,298.672,365.647,1703.04,144.058,375.98,1698.34,222.911,414.529,1519.83,234.495,483.974,1239.78,234.332,278.98,1430.63,242.777,248.013,1259.66,149.565,472.852,1432.73,427.716,361.678,1476.69,475.99,359.436,1229.64,487.578,377.983,1098.3,491.24,298.115,962.257,458.626,253.893,855.456,496.696,316.613,842.488,497.787,244.099,774.428,62.2979,379.722,1479.62,-4.5754,358.173,1290.67,-25.9728,395.33,1090.97,-54.3749,336.85,1016.13,-20.0748,259.527,846.765,-57.2036,322.284,834.188,-61.8476,245.605,767.167,366.642,245.031,994.57,95.2048,233.139,997.495,257.458,425.172,1017.42,176.695,420.718,1016.63,416.818,332.351,666.689,417.276,382.849,508.461,409.862,409.898,253.159,376.498,390.414,70.9812,322.746,432.699,60.0786,370.6,227.108,39.5161,42.807,278.084,726.396,50.6267,351.967,501.635,37.3636,376.798,388.709,82.7479,382.5,69.2376,142.916,426.392,53.8374,86.3957,216.015,34.4438
661,0,285.342,252.384,1715.63,128.284,252.836,1706.18,299.107,365.543,1703.03,144.534,376.158,1698.29,223.35,414.669,1519.87,235.033,484.136,1239.78,234.323,278.878,1430.67,242.818,248.263,1259.55,150.148,473.004,1432.79,428.168,362.028,1476.79,476.199,359.398,1229.68,487.815,377.912,1098.3,491.243,297.981,962.288,458.544,253.723,855.505,496.752,316.446,842.532,497.744,243.916,774.462,62.2359,379.65,1479.95,-4.55895,358.097,1290.72,-25.6672,395.459,1090.97,-54.1404,336.791,1016.16,-20.1214,259.611,846.775,-57.1907,322.301,834.225,-61.8185,245.491,767.174,366.789,244.808,994.492,95.2002,233.137,997.496,258.241,425.829,1017.78,176.964,420.781,1016.66,417.075,332.438,666.729,417.399,382.743,508.536,409.913,409.892,253.18,376.587,390.405,71.0279,322.988,432.754,60.1578,370.597,227.099,39.5113,42.6754,278.268,726.415,50.8119,351.961,501.608,37.6029,376.805,388.678,82.9137,382.532,69.1948,143.045,426.371,53.8334,86.5383,215.956,34.5951
662,0,285.361,252.318,1715.67,128.17,252.805,1706.24,299.098,365.529,1703.03,144.53,376.136,1698.3,223.327,414.699,1519.9,235.117,484.332,1239.79,234.296,278.803,1430.67,242.747,247.82,1259.73,150.153,473.015,1432.84,428.057,361.821,1476.78,476.209,359.265,1229.7,487.802,377.756,1098.32,491.215,297.837,962.308,458.506,253.556,855.539,496.768,316.259,842.568,497.689,243.735,774.495,62.6141,379.636,1479.58,-4.59501,358.056,1290.71,-25.7101,395.425,1091.02,-54.1597,336.778,1016.14,-20.1756,259.583,846.753,-57.2098,322.346,834.237,-61.8602,245.532,767.208,366.774,244.754,994.474,95.1961,233.119,997.478,258.24,425.752,1017.83,176.968,420.734,1016.7,417.044,332.471,666.737,417.417,382.797,508.587,409.904,409.873,253.19,376.596,390.404,71.0346,322.987,432.728,60.1324,370.598,227.092,39.4513,42.7691,277.996,726.443,50.8109,351.936,501.624,37.6243,376.805,388.654,82.9321,382.524,69.224,143.025,426.349,53.8269,86.5313,215.964,34.6111
663,0,285.283,252.284,1715.68,128.168,252.779,1706.22,299.055,365.484,1703.04,144.485,376.101,1698.31,223.318,414.611,1519.92,235.11,484.19,1239.81,234.272,278.73,1430.69,242.734,247.757,1259.76,150.157,472.898,1432.86,428.164,361.882,1476.84,476.185,359.144,1229.7,487.771,377.615,1098.35,491.212,297.698,962.309,458.468,253.4,855.551,496.715,316.098,842.563,497.688,243.558,774.535,62.5755,379.563,1479.6,-4.60606,358.056,1290.77,-25.7133,395.439,1091.02,-54.2044,336.791,1016.16,-20.1994,259.631,846.761,-57.2431,322.383,834.244,-61.9013,245.58,767.174,366.779,244.664,994.469,95.1921,233.092,997.466,258.107,425.08,1017.73,177.004,420.644,1016.69,417.014,332.444,666.72,417.295,382.82,508.435,409.884,409.926,253.179,376.581,390.422,71.072,323.015,432.776,60.128,370.571,227.111,39.5115,42.755,278.026,726.439,50.8157,351.912,501.643,37.6183,376.801,388.666,82.9357,382.529,69.2188,143.036,426.408,53.8396,86.5588,215.994,34.6275
664,0,285.292,252.256,1715.7,128.218,252.75,1706.24,299.047,365.43,1703.06,144.469,376.078,1698.33,223.283,414.614,1519.95,235.148,484.171,1239.83,234.248,278.608,1430.74,242.702,247.626,1259.78,150.128,472.801,1432.86,428.122,361.749,1476.81,476.202,358.972,1229.71,487.849,377.504,1098.35,491.179,297.532,962.343,458.462,253.285,855.572,496.703,315.947,842.59,497.643,243.378,774.565,62.2197,379.439,1479.99,-4.63694,358.011,1290.74,-25.7354,395.395,1091.05,-54.2291,336.778,1016.17,-20.0674,259.39,846.87,-57.2768,322.419,834.249,-61.9749,245.522,767.195,366.771,244.655,994.451,95.21,233.083,997.459,258.288,425.716,1017.89,176.999,420.701,1016.73,417.013,332.453,666.749,417.391,382.795,508.55,409.882,409.901,253.197,376.583,390.432,71.0422,323.02,432.739,59.9731,370.586,227.103,39.5032,42.7576,278.016,726.447,50.8173,351.908,501.647,37.6383,376.796,388.674,82.9628,382.58,69.2148,143.057,426.359,53.8187,86.5115,215.939,34.4959
665,0,285.215,252.223,1715.73,128.17,252.725,1706.23,299.031,365.406,1703.09,144.451,376.057,1698.31,223.299,413.802,1519.51,235.16,484.161,1239.84,234.24,278.528,1430.73,242.743,247.935,1259.62,150.138,472.766,1432.87,427.984,361.486,1476.79,476.154,358.876,1229.75,487.8,377.343,1098.38,491.161,297.423,962.363,458.377,253.111,855.614,496.686,315.821,842.607,497.642,243.198,774.59,62.1765,379.427,1480,-4.61877,357.964,1290.77,-25.7318,395.373,1091.05,-54.283,336.799,1016.18,-20.1166,259.404,846.848,-57.3635,322.399,834.258,-62.1067,245.714,767.157,366.761,244.621,994.419,95.1778,233.013,997.461,258.086,426.055,1018,177.041,420.63,1016.75,417.017,332.463,666.732,417.366,382.734,508.552,409.861,409.911,253.185,376.564,390.465,71.0503,322.995,432.793,60.17,370.581,227.082,39.5122,42.7578,278.031,726.457,50.8326,351.952,501.636,37.6422,376.774,388.676,82.9356,382.545,69.1949,143.053,426.359,53.8602,86.5166,215.945,34.5266
666,0,285.208,252.197,1715.75,128.117,252.719,1706.26,299.036,365.374,1703.09,144.405,375.991,1698.29,223.252,414.39,1519.87,235.195,484.062,1239.84,234.21,278.459,1430.74,242.654,247.489,1259.8,150.153,472.7,1432.86,428.085,361.576,1476.84,476.141,358.72,1229.75,487.877,377.285,1098.36,491.114,297.258,962.385,458.41,253.009,855.627,496.66,315.665,842.639,497.631,243.048,774.64,62.5365,379.394,1479.57,-4.63772,357.932,1290.77,-25.7524,395.363,1091.05,-54.2973,336.798,1016.18,-20.1592,259.45,846.842,-57.377,322.425,834.238,-62.159,245.883,767.083,366.784,244.589,994.406,95.1864,233.021,997.44,258.58,426.123,1017.88,177.048,420.611,1016.77,417.045,332.407,666.723,417.382,382.77,508.573,409.857,409.899,253.199,376.519,390.324,70.9025,323.024,432.815,60.1414,370.588,227.084,39.5142,42.7586,278.032,726.457,50.8323,351.946,501.635,37.6146,376.795,388.666,82.9507,382.54,69.2134,143.051,426.383,53.8189,86.516,215.944,34.557
667,0,285.172,252.148,1715.76,128.069,252.677,1706.27,299.004,365.311,1703.04,144.403,375.97,1698.25,223.243,414.275,1519.84,235.155,483.939,1239.84,234.184,278.386,1430.75,242.671,247.442,1259.82,150.152,472.631,1432.84,427.918,361.302,1476.8,476.142,358.594,1229.75,487.937,377.273,1098.3,491.094,297.125,962.404,458.343,252.839,855.668,496.649,315.543,842.636,497.62,242.874,774.674,62.1778,379.353,1479.99,-4.63077,357.922,1290.74,-25.7521,395.39,1091.02,-54.3263,336.828,1016.16,-20.2227,259.466,846.817,-57.41,322.448,834.238,-62.1088,245.637,767.156,366.787,244.53,994.401,95.1928,232.978,997.441,258.198,424.887,1017.78,177.086,420.584,1016.76,417.031,332.414,666.707,417.374,382.741,508.575,409.838,409.95,253.184,376.562,390.43,70.9906,323.01,432.842,60.1273,370.566,227.069,39.5058,42.7639,278.053,726.45,50.8228,351.951,501.631,37.623,376.827,388.646,82.9263,382.49,69.1907,143.038,426.344,53.8555,86.5103,215.95,34.4867
668,0,285.158,252.107,1715.78,127.932,252.622,1706.3,298.986,365.279,1703.05,144.394,375.945,1698.22,223.284,413.647,1519.5,235.2,484.046,1239.86,234.178,278.312,1430.74,242.658,247.385,1259.8,150.158,472.579,1432.83,427.92,361.225,1476.8,476.12,358.454,1229.77,487.91,377.172,1098.31,491.058,296.979,962.428,458.329,252.726,855.656,496.627,315.391,842.644,497.605,242.742,774.691,62.1521,379.339,1479.99,-4.64968,357.744,1290.78,-25.7781,395.355,1091.01,-54.3307,336.84,1016.15,-20.2575,259.489,846.819,-57.4372,322.455,834.226,-62.2136,245.813,767.088,366.765,244.479,994.396,95.19,232.969,997.428,258.337,425.536,1017.9,177.083,420.493,1016.74,417.055,332.408,666.711,417.373,382.739,508.533,409.842,409.955,253.176,376.528,390.474,71.0295,323.044,432.808,60.0565,370.582,227.051,39.4783,42.7697,278.005,726.458,50.8286,351.956,501.62,37.5947,376.802,388.665,82.9337,382.556,69.2275,143.035,426.39,53.8185,86.5136,215.938,34.5061
669,0,285.091,252.079,1715.8,127.959,252.621,1706.28,298.975,365.232,1703.03,144.397,375.916,1698.21,223.272,413.565,1519.48,235.203,483.996,1239.86,234.171,278.225,1430.73,242.629,247.282,1259.79,150.15,472.537,1432.84,427.93,361.189,1476.82,476.103,358.384,1229.76,487.926,377.052,1098.33,491.044,296.85,962.441,458.316,252.603,855.667,496.646,315.26,842.653,497.579,242.622,774.707,62.4115,379.88,1479.89,-4.66258,357.7,1290.75,-25.7941,395.361,1091.01,-54.3514,336.809,1016.13,-20.3103,259.443,846.798,-57.4405,322.479,834.235,-62.3034,245.919,767.055,366.79,244.423,994.393,95.1919,232.908,997.429,258.222,424.892,1017.81,177.099,420.505,1016.75,417.032,332.395,666.736,417.377,382.799,508.594,409.814,409.958,253.183,376.508,390.356,70.9048,323.017,432.787,60.0223,370.591,227.058,39.4746,42.751,278.007,726.446,50.8291,351.953,501.636,37.6166,376.768,388.684,82.9317,382.521,69.2248,143.066,426.395,53.8761,86.5249,215.976,34.5959
670,0,284.995,251.982,1715.81,127.955,252.566,1706.3,298.518,365.225,1703.01,143.9,375.671,1698.25,222.806,413.393,1519.48,234.665,483.623,1239.84,234.129,278.18,1430.75,242.628,247.197,1259.8,149.629,472.293,1432.8,427.71,361.02,1476.82,475.887,358.203,1229.78,487.5,376.749,1098.38,491.018,296.733,962.447,458.365,252.489,855.686,496.493,315.125,842.658,497.575,242.476,774.73,62.5346,380.066,1479.56,-4.69912,357.729,1290.76,-26.0865,395.256,1091.01,-54.6084,336.874,1016.13,-20.3373,259.442,846.775,-57.8057,322.33,834.226,-62.2481,245.654,767.114,366.786,244.402,994.391,95.1986,232.916,997.431,257.543,425.245,1018.04,176.859,420.392,1016.77,416.811,332.246,666.653,417.274,382.731,508.53,409.698,409.941,253.159,376.471,390.458,70.9627,322.768,432.784,60.05,370.592,227.046,39.4644,43.0647,277.844,726.473,50.6465,351.999,501.61,37.4042,376.807,388.701,82.765,382.512,69.2484,142.938,426.392,53.8231,86.3788,215.979,34.5212
671,0,284.953,251.935,1715.84,127.917,252.529,1706.29,298.942,365.115,1703.02,144.345,375.832,1698.17,223.236,413.47,1519.51,235.264,484.105,1239.9,234.119,278.12,1430.72,242.641,247.129,1259.83,150.191,472.464,1432.85,427.895,360.974,1476.84,476.036,358.193,1229.78,487.813,376.721,1098.41,491.02,296.618,962.46,458.277,252.362,855.692,496.658,315.016,842.706,497.546,242.339,774.759,62.1729,379.306,1479.96,-4.67186,357.843,1290.71,-25.7956,395.391,1091,-54.3663,336.757,1016.11,-20.3651,259.421,846.755,-57.4997,322.497,834.199,-62.2825,245.785,767.053,366.792,244.402,994.39,95.1996,232.904,997.431,258.371,425.503,1017.96,177.124,420.44,1016.79,417.05,332.327,666.731,417.371,382.698,508.546,409.837,409.942,253.178,376.492,390.383,70.9553,323.055,432.844,60.1293,370.574,227.045,39.4772,42.9033,277.922,726.456,50.8072,351.96,501.626,37.6533,376.753,388.684,82.9682,382.561,69.2115,143.052,426.332,53.8896,86.5128,215.921,34.5273
672,0,284.954,251.858,1715.84,127.854,252.461,1706.32,299.174,365.272,1703.03,144.292,375.76,1698.15,223.184,413.993,1519.84,235.231,483.96,1239.92,234.128,278.047,1430.72,242.706,247.44,1259.62,150.16,472.406,1432.87,427.88,360.935,1476.83,476.029,357.972,1229.87,487.832,376.632,1098.41,491.002,296.513,962.478,458.256,252.255,855.714,496.63,314.892,842.698,497.54,242.248,774.757,62.1425,379.252,1479.96,-4.70065,357.657,1290.75,-25.8262,395.348,1090.99,-54.3826,336.78,1016.1,-20.4053,259.471,846.77,-57.5058,322.503,834.162,-62.3232,245.671,767.08,366.803,244.382,994.368,95.1825,232.888,997.416,258.182,425.775,1018.05,177.091,420.459,1016.79,417.038,332.305,666.726,417.404,382.725,508.553,409.833,409.921,253.196,376.567,390.401,71.0672,323.047,432.804,60.1236,370.567,227.078,39.4577,42.9152,277.881,726.44,50.8789,351.912,501.649,37.6485,376.731,388.688,82.9297,382.53,69.2212,143.076,426.374,53.8683,86.524,215.973,34.6135
673,0,284.936,251.812,1715.81,127.85,252.392,1706.31,298.895,365.021,1702.99,144.302,375.706,1698.15,223.22,413.323,1519.52,235.242,483.825,1239.91,234.085,278.005,1430.69,242.621,247.073,1259.75,150.175,472.384,1432.85,427.874,360.864,1476.84,476.002,357.877,1229.86,487.82,376.534,1098.4,491.004,296.428,962.474,458.237,252.164,855.72,496.617,314.789,842.68,497.514,242.139,774.752,62.5039,379.332,1479.55,-4.68298,357.837,1290.7,-25.8313,395.369,1090.98,-54.3828,336.775,1016.07,-20.4351,259.433,846.749,-57.5358,322.499,834.141,-62.4969,245.969,767.01,366.827,244.321,994.386,95.1988,232.865,997.405,258.177,425.788,1018.05,177.079,420.431,1016.79,417.047,332.245,666.715,417.403,382.717,508.53,409.794,409.726,253.265,376.539,390.479,70.993,322.995,432.793,60.1549,370.567,227.057,39.4794,42.9194,277.87,726.448,50.8426,351.891,501.639,37.6135,376.757,388.677,82.9527,382.535,69.2151,143.06,426.371,53.8489,86.5275,215.974,34.6285
674,0,284.892,251.747,1715.83,127.768,252.365,1706.27,298.675,365.177,1703,143.776,375.475,1698.17,222.768,413.159,1519.48,234.678,483.414,1239.89,234.047,277.909,1430.69,242.685,247.348,1259.59,149.622,472.124,1432.78,427.61,360.626,1476.83,475.774,357.86,1229.79,487.536,376.54,1098.34,490.893,296.361,962.414,458.26,252.047,855.714,496.49,314.712,842.683,497.499,242.036,774.77,62.1131,379.218,1479.68,-4.72818,357.65,1290.69,-26.1546,395.261,1090.96,-54.7044,336.875,1016.07,-20.4518,259.401,846.737,-57.5792,322.528,834.086,-62.5004,245.841,767.013,366.841,244.287,994.394,95.1842,232.845,997.406,257.731,425.607,1018,176.871,420.247,1016.74,416.82,332.125,666.657,417.228,382.756,508.412,409.634,409.734,253.238,376.457,390.479,70.9437,322.423,432.598,60.0817,370.576,227.025,39.4526,43.087,277.751,726.447,50.6621,351.949,501.628,37.3971,376.764,388.706,82.7661,382.495,69.2392,142.918,426.367,53.8146,86.3513,215.991,34.1775
675,0,284.791,251.698,1715.82,127.743,252.283,1706.28,299.033,365.229,1703.11,144.211,375.582,1698.12,223.146,413.861,1519.83,235.28,484.031,1239.95,234.013,277.891,1430.68,242.691,247.348,1259.58,150.184,472.288,1432.85,427.788,360.589,1476.84,476.056,357.87,1229.81,487.818,376.365,1098.41,490.988,296.265,962.463,458.225,251.969,855.73,496.605,314.597,842.69,497.471,241.944,774.753,62.0937,379.127,1479.9,-4.69101,357.621,1290.69,-25.7889,394.824,1090.85,-54.3946,336.789,1016.06,-20.4611,259.418,846.723,-57.5685,322.504,834.113,-62.4259,245.716,767.033,366.836,244.295,994.38,95.2087,232.841,997.41,258.19,425.758,1018.05,177.138,420.397,1016.77,417.061,332.22,666.699,417.42,382.674,508.591,409.805,409.705,253.273,376.547,390.423,71.0392,323.054,432.789,59.9381,370.576,227.047,39.456,42.9431,277.821,726.427,50.8497,351.905,501.629,37.6219,376.73,388.664,82.9417,382.537,69.2218,143.043,426.371,53.8595,86.5096,215.928,34.4402
