,,Sub003:LFHD,,,Sub003:RFHD,,,Sub003:LBHD,,,Sub003:RBHD,,,Sub003:C7,,,Sub003:T10,,,Sub003:CLAV,,,Sub003:STRN,,,Sub003:RBAK,,,Sub003:LSHO,,,Sub003:LUPA,,,Sub003:LELB,,,Sub003:LFRM,,,Sub003:LWRA,,,Sub003:LWRB,,,Sub003:LFIN,,,Sub003:RSHO,,,Sub003:RUPA,,,Sub003:RELB,,,Sub003:RFRM,,,Sub003:RWRA,,,Sub003:RWRB,,,Sub003:RFIN,,,Sub003:LASI,,,Sub003:RASI,,,Sub003:LPSI,,,Sub003:RPSI,,,Sub003:LTHI,,,Sub003:LKNE,,,Sub003:LTIB,,,Sub003:LANK,,,Sub003:LHEE,,,Sub003:LTOE,,,Sub003:RTHI,,,Sub003:RKNE,,,Sub003:RTIB,,,Sub003:RANK,,,Sub003:RHEE,,,Sub003:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
679,0,339.655,245.371,1712.53,184.258,218.549,1724.26,330.975,359.651,1701.07,177.612,343.405,1717.07,246.392,388.767,1521.07,254.394,448.465,1240.46,259.959,250.948,1437.41,267.672,213.916,1268.37,172.051,442.181,1432.57,453.908,335.456,1477.39,508.404,319.527,1232.51,525.636,331.803,1101.07,520.791,239.329,972.05,483.45,187.876,871.273,526.829,244.026,849.898,521.072,160.504,795.268,85.7387,349.61,1483.15,15.2107,320.797,1296.8,-12.7355,353.421,1097.23,-40.5662,292.188,1024.67,-8.05659,211.992,856.06,-46.8113,273.14,842.654,-50.7092,194.311,777.542,379.541,211.585,1000.66,111.771,199.34,999.326,271.623,394.832,1020.4,190.149,387.171,1019.21,427.622,288.607,669.996,424.726,329.366,508.625,419.417,354.311,253.447,387.899,338.832,70.9645,336.33,384.388,60.2043,374.646,177.36,39.5806,58.0654,241.735,726.823,65.9056,316.009,501.804,52.0559,341.568,389.347,93.7963,350.513,69.436,135.103,396.762,39.2458,92.5808,184.635,34.859
680,0,339.841,245.654,1712.5,184.631,219.262,1724.11,331.065,359.863,1701.03,177.681,344.127,1717.21,246.461,388.928,1521.05,254.605,448.62,1240.48,260.017,251.088,1437.4,267.706,213.732,1268.54,172.332,441.827,1432.14,454.072,335.389,1477.35,508.387,319.394,1232.58,525.729,331.835,1101.06,520.801,239.475,971.974,483.544,187.943,871.23,526.974,244.135,849.879,521.144,160.618,795.217,85.8398,349.718,1483.16,15.2793,321.018,1296.8,-12.6065,353.603,1097.2,-40.4441,292.257,1024.7,-7.72427,211.592,856.296,-46.5419,272.944,842.73,-50.429,193.973,777.76,379.671,211.419,1000.75,111.967,199.389,999.416,271.863,394.448,1020.18,190.464,387.261,1019.18,427.84,288.494,670.157,424.768,329.276,508.772,419.457,354.26,253.446,387.944,338.845,70.9622,336.334,384.396,60.266,374.638,177.321,39.6021,58.3095,241.73,726.861,66.0688,315.834,501.828,52.1745,341.407,389.382,93.8069,350.467,69.495,135.101,396.761,39.245,92.4864,184.816,34.8553
681,0,339.972,245.878,1712.46,184.828,219.448,1724.16,331.206,360.112,1700.94,177.906,343.78,1717.14,246.523,388.724,1520.76,254.865,448.899,1240.46,260.089,251.186,1437.38,267.856,214.21,1268.37,172.441,442.377,1432.37,454.068,335.624,1477.38,508.526,319.553,1232.51,525.804,331.87,1101.07,520.896,239.528,971.945,483.66,188.093,871.163,527.136,244.25,849.86,521.267,160.806,795.112,85.5472,349.914,1483.56,15.3738,321.234,1296.82,-12.5115,353.753,1097.18,-40.2923,292.297,1024.72,-7.47722,211.449,856.484,-46.2347,272.768,842.758,-50.0925,193.716,777.891,379.886,211.409,1000.83,112.194,199.422,999.47,272.296,394.478,1020.1,190.732,387.313,1019.14,428.097,288.443,670.084,424.744,329.164,508.6,419.491,354.187,253.423,387.923,338.793,70.9607,336.356,384.384,60.2252,374.657,177.318,39.5678,58.3473,241.778,726.861,66.2265,315.69,501.878,52.3168,341.226,389.397,93.8523,350.473,69.4977,135.086,396.761,39.2454,92.4697,184.804,34.8449
682,0,340.1,246.101,1712.44,184.723,219.072,1724.46,331.249,360.32,1700.88,177.999,344.015,1717.17,246.684,389.283,1521.03,255.078,448.984,1240.42,260.159,251.327,1437.34,267.888,214.066,1268.53,172.504,442.654,1432.34,454.145,335.716,1477.36,508.576,319.586,1232.52,525.973,332.013,1101.04,521.017,239.643,971.898,483.772,188.29,871.07,527.333,244.436,849.825,521.402,161.051,794.975,85.9547,350.302,1483.12,15.45,321.446,1296.81,-12.5117,354.483,1097.18,-40.1313,292.311,1024.74,-7.11201,211.085,856.723,-45.9911,272.495,842.787,-49.8724,193.344,778.083,380.1,211.372,1000.85,112.406,199.484,999.541,272.466,394.536,1020.07,190.996,387.344,1019.09,428.113,288.348,670.149,424.886,329.025,508.654,419.507,354.073,253.432,387.952,338.738,70.9482,336.384,384.383,60.2814,374.657,177.357,39.5254,58.6054,241.499,726.925,66.4496,315.355,502.045,52.4613,341.094,389.417,93.8755,350.451,69.4877,135.072,396.749,39.2624,92.4908,184.818,34.7357
683,0,340.233,246.375,1712.42,184.867,219.255,1724.51,331.332,360.545,1700.82,178.085,344.166,1717.21,246.786,389.426,1520.98,255.293,449.136,1240.39,260.228,251.453,1437.32,267.945,214.23,1268.54,172.494,442.888,1432.42,454.196,335.721,1477.48,508.625,319.564,1232.53,526.005,331.821,1101.1,521.107,239.765,971.834,483.902,188.491,870.939,527.462,244.654,849.791,521.521,161.352,794.814,86.0597,350.611,1483.12,15.5189,321.652,1296.75,-12.4028,354.533,1097.08,-40.0234,292.368,1024.74,-6.87754,210.836,856.9,-45.7649,272.29,842.832,-49.487,192.844,778.305,380.423,211.558,1000.82,112.643,199.546,999.633,272.708,394.512,1020.02,191.267,387.429,1019.02,428.134,288.255,670.027,424.921,328.817,508.65,419.558,353.942,253.426,387.936,338.795,70.9833,336.373,384.388,60.2678,374.654,177.325,39.5265,58.8354,241.449,726.978,66.5532,315.296,501.966,52.5813,340.871,389.457,93.8719,350.435,69.5047,135.05,396.77,39.2751,92.4828,184.77,34.7458
684,0,340.294,246.643,1712.44,184.96,219.454,1724.53,331.347,360.759,1700.81,178.142,344.277,1717.23,246.885,389.562,1520.94,255.48,449.305,1240.36,260.304,251.654,1437.32,268.028,214.378,1268.54,172.675,442.962,1432.39,454.383,335.959,1477.43,508.545,319.472,1232.59,526.049,331.871,1101.13,521.165,239.889,971.765,484.022,188.729,870.805,527.601,244.884,849.763,521.662,161.73,794.597,86.2192,350.799,1483.02,15.604,321.894,1296.74,-12.3352,354.698,1097.04,-39.9035,292.423,1024.74,-6.62467,210.604,857.047,-45.5084,272.049,842.906,-49.1799,192.543,778.432,380.565,211.328,1000.91,112.837,199.571,999.702,272.977,394.479,1019.94,191.548,387.438,1018.96,428.348,288.112,670.203,425,328.624,508.647,419.587,353.684,253.5,387.927,338.78,70.9334,336.381,384.347,60.2612,374.652,177.312,39.5353,59.0915,241.244,727.063,66.8279,314.869,502.086,52.7286,340.643,389.509,93.8835,350.409,69.5059,135.008,396.783,39.28,92.5259,184.774,34.8581
685,0,340.443,246.892,1712.44,185.071,219.612,1724.51,331.368,360.992,1700.8,178.174,344.477,1717.21,246.987,389.744,1520.93,255.691,449.399,1240.32,260.425,251.863,1437.31,268.122,214.571,1268.55,172.823,442.777,1432.1,454.431,335.994,1477.44,508.73,319.562,1232.57,526.123,331.86,1101.2,521.283,240.037,971.698,484.116,188.999,870.644,527.795,245.217,849.712,521.818,162.166,794.389,85.9939,350.762,1483.37,15.6914,322.152,1296.7,-12.2577,354.881,1096.98,-39.7791,292.514,1024.72,-6.38115,210.31,857.188,-45.2631,271.878,842.954,-48.8619,192.264,778.574,380.761,211.232,1000.99,113.037,199.602,999.779,273.198,394.526,1019.94,191.809,387.443,1018.9,428.38,288.024,670.051,425.091,328.399,508.646,419.617,353.546,253.524,388.031,338.707,70.9835,336.388,384.371,60.2762,374.637,177.285,39.5264,59.2871,241.066,727.165,66.991,315.195,501.897,52.8954,340.443,389.533,93.941,350.386,69.5241,135.006,396.776,39.2866,92.503,184.751,34.7796
686,0,340.51,247.098,1712.47,185.092,219.794,1724.48,331.4,361.216,1700.77,178.187,344.637,1717.21,247.108,389.925,1520.91,255.799,449.318,1240.28,260.458,252.005,1437.27,268.206,214.702,1268.54,173.01,443.03,1432.02,454.715,336.297,1477.55,508.787,319.544,1232.6,526.192,331.861,1101.23,521.346,240.204,971.614,484.298,189.365,870.417,527.934,245.557,849.642,521.979,162.659,794.117,86.314,351.618,1483.26,15.7565,322.332,1296.66,-12.1867,355.048,1096.92,-39.6586,292.554,1024.7,-6.21072,210.237,857.299,-45.0345,271.657,842.973,-48.6142,191.925,778.714,381.038,211.196,1001.01,113.265,199.603,999.838,273.318,393.877,1019.76,192.045,387.487,1018.85,428.503,287.907,670.081,425.185,328.211,508.643,419.677,353.452,253.503,387.982,338.71,70.9613,336.384,384.367,60.2508,374.659,177.317,39.551,59.4091,241.061,727.23,67.1916,315.315,501.819,53.0483,340.191,389.621,93.9491,350.417,69.5536,134.975,396.811,39.3017,92.5082,184.766,34.7316
687,0,340.493,247.322,1712.47,185.378,220.55,1724.25,331.43,361.462,1700.75,178.178,344.795,1717.12,247.192,389.795,1520.64,256.082,449.667,1240.23,260.528,252.214,1437.24,268.257,214.873,1268.51,173.108,443.199,1431.95,454.653,336.306,1477.54,508.841,319.57,1232.6,526.217,331.864,1101.24,521.441,240.403,971.514,484.604,189.773,870.16,528.107,245.942,849.557,522.125,163.165,793.828,86.7266,352.045,1482.81,15.8723,322.598,1296.63,-12.0808,355.285,1096.87,-39.5232,292.565,1024.7,-5.96159,210.016,857.431,-44.8066,271.429,842.958,-48.3638,191.726,778.815,381.209,211.158,1001.07,113.474,199.601,999.913,273.702,394.49,1019.81,192.313,387.446,1018.77,428.633,287.718,670.06,425.268,328.014,508.638,419.721,353.348,253.506,387.966,338.687,70.9098,336.391,384.343,60.2982,374.639,177.28,39.5548,59.7083,240.446,727.414,67.2159,314.809,501.986,53.1952,339.991,389.636,93.9483,350.386,69.5911,134.883,396.798,39.3352,92.5349,184.749,34.7514
688,0,340.548,247.593,1712.48,185.207,220.199,1724.44,331.412,361.706,1700.76,178.137,345.043,1717.05,247.32,390.434,1520.92,256.257,449.763,1240.17,260.598,252.385,1437.23,268.429,215.41,1268.31,173.211,443.571,1431.91,454.724,336.365,1477.55,508.917,319.629,1232.58,526.269,331.882,1101.25,521.531,240.604,971.405,484.762,190.151,869.919,528.281,246.337,849.461,522.301,163.717,793.52,86.6033,351.663,1482.84,15.9604,322.981,1296.5,-11.9525,355.459,1096.77,-39.377,292.643,1024.68,-5.75766,209.763,857.563,-44.5761,271.269,842.938,-48.1452,191.247,778.892,381.452,211.035,1001.1,113.701,199.604,999.982,273.991,394.43,1019.73,192.569,387.499,1018.71,428.778,287.549,670.046,425.42,327.892,508.62,419.805,353.438,253.42,387.934,338.731,70.9273,336.371,384.382,60.2952,374.64,177.27,39.5408,59.084,242.812,727.254,67.426,314.526,502.075,53.3464,339.735,389.653,93.9438,350.359,69.6061,134.928,396.793,39.3122,92.5431,184.768,34.8815
689,0,340.552,247.828,1712.51,185.235,220.421,1724.4,331.417,361.948,1700.75,178.165,345.227,1716.94,247.387,390.219,1520.59,256.459,449.891,1240.11,260.606,252.586,1437.18,268.366,215.206,1268.42,173.349,443.599,1431.75,454.758,336.359,1477.66,508.977,319.669,1232.59,526.224,331.817,1101.25,521.62,240.824,971.267,484.888,190.526,869.647,528.486,246.768,849.357,522.452,164.304,793.151,86.6863,352.008,1482.76,16.0604,323.186,1296.42,-11.8296,355.598,1096.69,-39.2569,292.676,1024.65,-5.5576,209.707,857.641,-44.3246,270.8,842.828,-47.9436,191.047,778.969,381.633,210.824,1001.15,113.888,199.634,1000.06,274.091,393.742,1019.55,192.853,387.489,1018.64,428.916,287.376,670.034,425.479,327.767,508.602,419.814,353.244,253.499,388.108,338.706,71.004,336.39,384.34,60.2734,374.653,177.285,39.5022,59.5056,242.478,727.38,67.5699,314.031,502.361,53.5155,339.413,389.706,93.9753,350.359,69.6243,134.923,396.796,39.2965,92.5128,184.75,34.789
690,0,340.545,248.073,1712.51,185.237,220.649,1724.35,331.343,362.18,1700.75,178.102,345.463,1716.87,247.497,390.841,1520.82,256.736,450.067,1240.05,260.628,252.754,1437.16,268.43,215.394,1268.42,173.472,443.808,1431.7,454.997,336.721,1477.6,509.063,319.741,1232.55,526.271,331.881,1101.23,521.726,241.05,971.132,485.063,190.939,869.35,528.659,247.216,849.252,522.629,164.965,792.772,86.7684,352.278,1482.67,16.1782,323.263,1296.43,-11.7032,355.747,1096.61,-39.1194,292.734,1024.62,-5.33846,209.418,857.737,-44.1921,270.968,842.972,-47.7612,190.916,779.156,381.909,210.741,1001.17,114.117,199.641,1000.12,274.838,394.183,1019.41,193.102,387.472,1018.58,429.161,287.144,670.188,425.611,327.662,508.564,419.855,353.388,253.401,387.943,338.636,70.8179,336.419,384.311,60.2604,374.648,177.267,39.5342,59.6461,242.373,727.457,67.7595,313.709,502.408,53.655,339.113,389.754,94.0253,350.347,69.6534,134.915,396.809,39.294,92.6707,184.592,34.8699
691,0,340.227,248.33,1712.62,185.149,220.88,1724.29,331.303,362.436,1700.74,178.056,345.652,1716.76,247.597,391.086,1520.81,256.841,449.957,1239.93,260.71,253.012,1436.97,268.634,215.897,1268.2,173.596,444.06,1431.62,455.041,336.825,1477.58,509.051,319.795,1232.54,526.285,331.916,1101.23,521.711,241.384,971.013,484.834,191.518,869.162,528.864,247.668,849.095,522.564,165.755,792.375,86.7278,353.017,1482.91,16.2248,323.476,1296.36,-11.6091,355.902,1096.53,-39.1229,292.762,1024.68,-5.1726,209.333,857.751,-44.0316,270.882,842.888,-47.272,190.627,779.006,381.956,210.799,1001.27,114.231,199.635,1000.33,274.805,393.131,1019.3,193.406,387.445,1018.51,429.655,287.007,670.319,425.802,327.564,508.563,419.638,353.414,253.566,388.065,338.961,71.1857,336.588,384.299,60.2961,374.892,177.208,39.6572,61.5347,239.416,727.546,68.0124,313.458,502.608,53.7671,338.921,389.804,94.0371,350.478,69.8278,134.857,396.829,39.3715,92.9441,184.617,35.0038
692,0,340.389,248.603,1712.55,185.136,221.1,1724.21,331.236,362.665,1700.71,178.004,345.857,1716.67,247.568,390.879,1520.45,257.071,449.904,1239.75,260.69,253.268,1436.99,268.605,216.067,1268.22,173.681,444.43,1431.57,455.18,336.739,1477.65,509.179,319.724,1232.33,526.551,331.983,1101.06,521.857,241.553,970.666,485.106,191.802,868.744,529.035,248.063,848.772,522.924,166.236,791.777,86.549,352.769,1482.98,16.3404,323.874,1296.22,-11.4873,356.08,1096.44,-38.8187,292.764,1024.55,-5.08656,209.193,857.72,-43.9908,270.832,842.776,-47.483,190.326,779.262,382.494,210.597,1001.02,114.461,199.633,1000.29,275.144,392.961,1019.23,193.76,387.224,1018.41,429.582,286.778,670.207,426.076,327.506,508.835,419.796,353.401,252.988,387.975,338.707,70.582,336.508,384.25,60.0506,374.684,177.258,39.1505,59.9385,242.167,727.645,68.1206,313.132,502.521,53.9485,338.598,389.821,94.0233,350.309,69.7204,134.824,396.798,39.3885,92.7161,184.541,34.545
693,0,340.314,248.839,1712.53,185.059,221.373,1724.11,331.213,362.904,1700.64,177.979,346.119,1716.54,247.698,391.475,1520.64,257.208,450.172,1239.69,260.676,253.481,1436.94,268.479,215.907,1268.32,173.816,444.682,1431.48,455.022,336.899,1477.43,509.187,319.898,1232.34,526.421,332.029,1101.07,522.138,241.803,970.568,485.492,192.318,868.399,529.268,248.623,848.732,523.103,167.031,791.415,86.8852,353.219,1482.57,16.4014,323.938,1296.2,-11.3106,356.006,1096.28,-38.6787,292.766,1024.47,-4.92047,209.17,857.734,-43.7885,270.703,842.791,-47.4104,190.551,779.166,382.568,210.227,1001.15,114.645,199.652,1000.34,275.617,394.111,1019.32,194.031,387.247,1018.36,429.947,286.624,670.086,426.093,327.389,508.612,419.935,353.448,253.321,388.08,338.719,70.8368,336.515,384.28,60.204,374.717,177.248,39.4275,60.0681,242.047,727.71,68.4011,312.668,502.704,54.107,338.278,389.853,94.0518,350.296,69.7495,134.847,396.787,39.3938,92.7422,184.569,34.7759
694,0,340.264,249.068,1712.48,184.964,221.584,1724.01,331.155,363.157,1700.61,177.945,346.397,1716.45,247.758,391.73,1520.53,257.345,449.888,1239.43,260.691,253.706,1436.88,268.457,216.039,1268.27,173.852,444.978,1431.38,455.034,336.987,1477.39,509.243,319.945,1232.27,526.186,331.948,1100.84,522.092,242.116,970.317,485.675,192.828,868.016,529.47,249.148,848.572,523.264,167.775,790.954,86.6305,353.383,1482.81,16.4829,324.235,1296.13,-11.1744,356.054,1096.16,-38.5505,292.827,1024.41,-4.81514,209.169,857.673,-43.6202,270.625,842.687,-47.2131,190.264,779.232,382.734,209.977,1001.13,114.794,199.617,1000.41,275.803,393.743,1019.34,194.347,387.21,1018.3,430.115,286.464,670.037,426.277,327.373,508.585,420.018,353.436,253.309,388.049,338.754,70.8525,336.506,384.275,60.2019,374.726,177.256,39.4033,60.1917,241.945,727.768,68.5269,312.513,502.612,54.484,338.282,389.813,94.0811,350.285,69.731,134.852,396.781,39.3911,92.7466,184.546,34.7708
695,0,340.144,249.355,1712.49,184.845,221.849,1723.91,331.124,363.367,1700.56,177.877,346.733,1716.33,247.792,391.998,1520.46,257.516,450.057,1239.28,260.662,253.962,1436.77,268.604,216.642,1268.07,173.959,445.276,1431.26,455.07,337.119,1477.3,509.261,319.985,1232.19,526.178,331.988,1100.75,522.219,242.404,970.092,485.61,193.235,867.675,529.662,249.69,848.368,523.454,168.537,790.449,86.9562,353.851,1482.48,16.5549,324.41,1296.02,-11.0445,356.063,1096.01,-38.4437,292.821,1024.32,-4.66649,209.08,857.621,-43.4618,270.583,842.594,-47.1062,190.21,779.168,382.911,209.706,1001.1,114.921,199.565,1000.47,276.163,393.634,1019.22,194.674,387.121,1018.22,430.141,286.346,670.096,426.416,327.339,508.567,420.104,353.507,253.292,388.251,338.693,70.8757,336.54,384.291,60.1769,374.719,177.244,39.4131,60.3019,241.847,727.866,68.7277,312.152,502.686,54.6074,337.962,389.846,94.1041,350.275,69.7157,134.703,397.282,39.3463,92.7641,184.595,34.7603
696,0,340.046,249.616,1712.47,184.95,222.743,1723.56,331.071,363.58,1700.53,177.82,347.069,1716.18,247.879,391.923,1520.19,257.649,450.241,1239.16,260.636,254.181,1436.69,268.451,216.452,1268.17,174.055,445.516,1431.12,455.07,337.279,1477.22,509.262,320.037,1232.08,526.369,332.189,1100.72,522.304,242.676,969.874,485.983,193.794,867.218,529.865,250.215,848.18,523.672,169.323,789.937,87.263,354.915,1482.12,16.599,324.807,1295.84,-10.9391,356.088,1095.88,-38.3181,292.871,1024.18,-4.58149,209.095,857.53,-43.3192,270.59,842.498,-47.042,190.145,779.077,383.044,209.485,1001.04,115.036,199.54,1000.54,276.542,393.423,1019.15,195.014,387.1,1018.15,430.299,286.131,670.099,426.581,327.229,508.567,420.23,353.518,253.294,388.117,338.802,70.8235,336.556,384.325,60.2007,374.727,177.261,39.3687,60.1156,242.126,727.899,68.9115,312.133,502.467,54.746,337.679,389.861,94.1254,350.268,69.7454,134.883,396.846,39.4214,92.7468,184.561,34.7465
697,0,339.97,249.716,1712.28,184.829,223.053,1723.42,331.054,363.824,1700.46,177.665,347.885,1716.17,247.925,392.127,1520.05,257.773,450.389,1239.02,260.577,254.454,1436.56,268.42,216.646,1268.05,174.103,445.699,1431.02,455.07,337.342,1477.12,509.268,320.069,1232,526.404,332.225,1100.63,522.429,242.971,969.636,485.976,194.25,866.863,530.097,250.788,847.975,523.858,170.094,789.425,86.8901,354.549,1482.37,16.6594,324.878,1295.77,-10.7968,356.15,1095.71,-38.2209,292.92,1024.06,-4.48817,209.068,857.421,-43.2122,270.573,842.352,-46.9569,190.064,779.007,383.159,209.17,1001,115.171,199.469,1000.59,276.913,393.263,1019.03,195.334,387.002,1018.04,430.459,285.974,670.056,426.964,327.119,508.669,420.385,353.536,253.268,388.156,338.811,70.7826,336.575,384.323,60.2035,374.729,177.26,39.3914,60.2597,242.025,727.991,69.175,311.843,502.592,54.6761,337.173,389.95,94.1381,350.216,69.7917,134.79,397.265,39.3671,92.7656,184.553,34.7658
698,0,339.837,249.973,1712.21,184.5,222.828,1723.52,331.052,364.095,1700.35,177.611,348.184,1716.03,247.904,392.282,1519.86,257.923,450.51,1238.84,260.543,254.662,1436.45,268.344,216.823,1267.96,173.965,445.073,1430.81,455.054,337.499,1477.02,509.26,320.06,1231.87,526.308,332.134,1100.6,522.52,243.273,969.388,486.31,194.843,866.386,530.323,251.311,847.76,524.095,170.948,788.887,87.0368,354.779,1481.97,16.7063,325.312,1295.56,-10.6823,356.218,1095.55,-38.1129,292.994,1023.89,-4.39112,209.043,857.29,-43.0678,270.548,842.232,-46.8628,190.142,778.843,383.319,208.89,1000.96,115.286,199.438,1000.63,277.281,393.072,1018.94,195.698,386.88,1017.92,430.658,285.815,670.022,427.153,327.204,508.624,420.512,353.572,253.263,388.188,338.79,70.796,336.618,384.323,60.1722,374.725,177.268,39.3835,60.4347,241.832,728.074,69.3295,311.543,502.638,54.7917,336.83,389.973,94.1791,350.193,69.8082,134.86,397.222,39.3334,92.7937,184.509,34.7673
699,0,339.755,250.244,1712.12,184.386,223.144,1723.39,330.939,364.346,1700.29,177.586,348.026,1715.79,247.975,392.522,1519.74,258.125,450.797,1238.7,260.512,254.908,1436.34,268.324,217.027,1267.82,174.332,445.855,1430.7,455.007,337.508,1476.9,509.261,320.092,1231.74,526.424,332.322,1100.43,522.628,243.572,969.131,486.335,195.31,865.999,530.569,251.877,847.555,524.28,171.724,788.348,87.0165,355.107,1481.89,16.7296,325.549,1295.4,-10.5853,356.363,1095.38,-38.0162,293.03,1023.71,-4.29363,208.931,857.193,-43.0098,270.539,842.06,-46.7722,190.202,778.67,383.392,208.532,1000.93,115.404,199.358,1000.66,277.643,392.898,1018.82,196.013,386.741,1017.8,430.847,285.614,669.987,427.324,327.155,508.52,420.641,353.572,253.251,388.184,338.839,70.8483,336.613,384.306,60.2072,374.721,177.279,39.3937,60.6134,241.695,728.146,69.4193,310.928,502.868,54.9272,336.538,389.993,94.1745,350.105,69.8353,135.007,397.187,39.2286,92.7938,184.521,34.78
700,0,339.622,250.465,1712.03,184.2,223.519,1723.21,330.948,364.582,1700.12,177.587,348.342,1715.57,248.081,393.269,1519.89,258.249,450.865,1238.48,260.449,255.13,1436.2,268.393,217.553,1267.55,174.426,446.107,1430.52,455.046,337.692,1476.77,509.286,320.143,1231.61,526.468,332.372,1100.32,522.73,243.842,968.863,486.528,195.867,865.55,530.808,252.403,847.352,524.51,172.56,787.797,87.101,355.403,1481.62,16.7253,325.634,1295.27,-10.4451,356.503,1095.19,-37.93,293.113,1023.52,-4.19605,208.898,857.081,-42.9189,270.588,841.906,-46.8046,190.402,778.506,383.528,208.297,1000.88,115.513,199.25,1000.7,277.968,392.746,1018.7,196.379,386.609,1017.65,430.904,285.431,669.753,427.586,326.948,508.612,420.782,353.611,253.242,388.251,338.85,70.8299,336.649,384.317,60.2099,374.747,177.265,39.4082,60.7815,241.566,728.201,69.5534,310.611,502.867,55.0983,336.266,390.016,94.2256,350.122,69.8334,135.078,397.168,39.2006,92.7983,184.482,34.7732
701,0,339.547,250.698,1711.94,184.085,223.938,1723.01,330.925,364.802,1699.98,177.533,348.749,1715.36,248.053,393.177,1519.46,258.378,450.966,1238.26,260.43,255.415,1436.04,268.23,217.389,1267.55,174.531,446.352,1430.33,455.004,337.776,1476.63,509.329,320.187,1231.44,526.465,332.417,1100.19,522.938,244.088,968.652,486.674,196.338,865.103,531.05,252.934,847.151,524.718,173.375,787.214,87.0914,355.757,1481.43,16.7509,325.91,1295.06,-10.3321,356.674,1094.94,-37.8421,293.239,1023.31,-4.15497,208.903,856.91,-42.8056,270.632,841.698,-46.6359,190.268,778.331,383.632,207.977,1000.86,115.644,199.18,1000.71,278.475,392.24,1018.44,196.65,386.471,1017.49,431.204,285.208,669.93,427.599,327.175,508.504,420.884,353.638,253.233,388.303,338.876,70.8108,336.688,384.389,60.2302,374.73,177.277,39.4208,60.9748,241.421,728.273,69.7109,310.373,502.883,55.1845,336.019,390.038,94.2009,350.085,69.8327,135.095,397.182,39.166,92.6941,184.628,34.7684
702,0,339.443,250.973,1711.87,183.958,224.348,1722.88,330.951,365.038,1699.81,177.502,349.12,1715.11,248.104,393.441,1519.29,258.452,451.059,1238.08,260.362,255.633,1435.87,268.144,217.596,1267.38,174.643,446.644,1430.14,454.973,337.865,1476.48,509.307,320.214,1231.27,526.156,332.125,1100.05,522.897,244.402,968.329,486.998,196.911,864.602,531.318,253.477,846.91,524.938,174.214,786.628,86.9707,356.598,1481.61,16.7653,326.158,1294.88,-10.2187,356.657,1094.73,-37.7908,293.314,1023.09,-4.08394,208.967,856.724,-42.7226,270.667,841.503,-46.715,190.503,778.15,383.77,207.762,1000.81,115.78,199.074,1000.72,278.685,392.322,1018.36,196.929,386.321,1017.33,431.252,285.034,669.701,427.79,327.129,508.491,421.006,353.652,253.224,388.358,338.837,70.7938,336.73,384.371,60.1969,374.716,177.283,39.3909,61.1488,241.384,728.327,69.9218,310.062,503.002,55.3124,335.789,390.04,94.2213,350.073,69.8393,135.051,397.239,39.1872,92.6836,184.633,34.7357
703,0,339.334,251.172,1711.77,183.965,225.301,1722.47,330.959,365.299,1699.64,177.412,350.042,1714.99,248.102,393.714,1519.12,258.633,451.25,1237.86,260.337,255.881,1435.69,268.244,218.13,1267.1,174.724,446.858,1429.9,455.001,338.02,1476.33,509.327,320.259,1231.11,526.256,332.355,1099.81,522.969,244.661,968.052,487.157,197.453,864.142,531.597,254.005,846.65,525.134,175.02,786.045,87.3717,357.063,1481.02,16.82,326.662,1294.65,-10.0565,356.672,1094.51,-37.7107,293.357,1022.89,-4.07395,209.095,856.495,-42.6388,270.718,841.307,-46.5723,190.072,778.077,383.898,207.484,1000.79,115.916,198.944,1000.72,278.993,392.133,1018.24,197.191,386.228,1017.21,431.573,284.804,669.876,427.99,327.046,508.479,421.133,353.666,253.207,388.403,338.773,70.8133,336.72,384.4,60.2469,374.707,177.289,39.4361,61.3407,241.238,728.349,70.0416,309.92,503.023,55.4032,335.579,390.084,94.2513,350.019,69.8319,135.724,396.798,39.0662,92.7008,184.645,34.8044
