
Trajectories
120
,,Sub003:LFHD,,,Sub003:RFHD,,,Sub003:LBHD,,,Sub003:RBHD,,,Sub003:C7,,,Sub003:T10,,,Sub003:CLAV,,,Sub003:STRN,,,Sub003:RBAK,,,Sub003:LSHO,,,Sub003:LUPA,,,Sub003:LELB,,,Sub003:LFRM,,,Sub003:LWRA,,,Sub003:LWRB,,,Sub003:LFIN,,,Sub003:RSHO,,,Sub003:RUPA,,,Sub003:RELB,,,Sub003:RFRM,,,Sub003:RWRA,,,Sub003:RWRB,,,Sub003:RFIN,,,Sub003:LASI,,,Sub003:RASI,,,Sub003:LPSI,,,Sub003:RPSI,,,Sub003:LTHI,,,Sub003:LKNE,,,Sub003:LTIB,,,Sub003:LANK,,,Sub003:LHEE,,,Sub003:LTOE,,,Sub003:RTHI,,,Sub003:RKNE,,,Sub003:RTIB,,,Sub003:RANK,,,Sub003:RHEE,,,Sub003:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2603,0,300.982,314.825,1715.35,147.682,278.09,1720.39,285.113,428.859,1707.77,132.904,402.264,1717.23,214.94,446.754,1517.61,,,,227.522,494.854,1236.07,234.87,257.641,1274.24,138.719,492.809,1425.24,421.654,380.352,1477.15,475.969,359.206,1232.01,494.802,369.268,1100.68,482.325,283.127,968.474,440.888,242.03,863.321,492.468,293.232,847.935,476.667,220.255,782.129,51.3116,401.188,1475.06,-14.2429,366.248,1286.46,-33.7749,392.146,1085.17,-54.0107,327.216,1013.27,-7.13811,244.327,849.466,-49.9145,301.394,831.661,-44.4163,219.682,770.3,358.453,246.511,1003.94,88.6861,237.497,1004.19,252.096,429.214,1015.97,170.647,424.868,1014.37,403.663,314.207,670.276,398.528,351.461,509.371,398.246,390.676,256.511,371.847,388.48,72.6641,318.177,431.447,61.4352,369.77,226.928,39.4544,38.8274,272.375,729.695,53.7961,331.023,502.215,40.5624,357.141,388.641,83.3613,381.633,69.7088,144.279,425.007,54.2801,82.2634,216.416,34.6489
2604,0,300.987,314.939,1715.39,147.691,278.357,1720.36,285.161,429.004,1707.73,132.972,402.441,1717.16,214.984,446.839,1517.57,,,,227.517,494.91,1236.04,234.847,257.816,1274.18,138.772,492.78,1425.15,421.574,380.277,1477.08,475.672,359.125,1231.93,494.645,369.122,1100.68,482.195,283.125,968.424,440.668,241.986,863.294,492.277,293.172,847.869,476.453,220.165,782.105,50.8827,401.306,1475.58,-14.2369,366.299,1286.43,-33.721,392.225,1085.16,-53.9415,327.298,1013.23,-7.07581,244.357,849.483,-49.8707,301.521,831.624,-44.4146,219.81,770.265,358.385,246.537,1003.91,88.6115,237.509,1004.19,251.995,429.163,1015.97,170.593,424.846,1014.36,403.64,314.202,670.286,398.462,351.382,509.367,398.248,390.69,256.517,371.847,388.506,72.6833,318.204,431.401,61.4185,369.771,226.923,39.4311,38.7585,272.401,729.697,53.7547,331.002,502.228,40.53,357.105,388.634,83.3863,381.659,69.7344,144.272,425.014,54.2554,82.253,216.459,34.623
2605,0,300.989,315.049,1715.4,147.58,278.643,1720.41,285.29,428.937,1707.58,132.989,402.73,1717.13,215.03,447.013,1517.55,,,,227.547,494.913,1235.96,234.832,257.798,1274.25,138.778,492.873,1425.12,421.57,380.338,1477.02,475.823,359.243,1231.86,494.585,369.105,1100.62,482.04,283.092,968.393,440.492,241.919,863.298,492.115,293.129,847.832,476.249,220.042,782.112,50.9126,401.432,1475.56,-14.213,366.414,1286.43,-33.6349,392.275,1085.13,-53.9221,327.379,1013.22,-7.07328,244.391,849.455,-49.8575,301.658,831.587,-44.4437,219.847,770.209,358.303,246.454,1003.92,88.5168,237.54,1004.19,251.947,429.228,1015.97,170.568,424.82,1014.32,403.574,314.19,670.311,398.463,351.496,509.375,398.209,390.681,256.531,371.833,388.48,72.7107,318.196,431.338,61.3042,369.776,226.901,39.4675,38.6774,272.39,729.673,53.7151,330.974,502.19,40.5064,357.136,388.598,83.3329,381.636,69.6909,144.274,424.99,54.251,82.2396,216.423,34.6235
2606,0,301.001,315.162,1715.4,147.513,278.896,1720.46,285.325,429.223,1707.61,133.014,402.941,1717.06,215.063,447.089,1517.52,,,,227.511,494.955,1235.93,234.831,257.758,1274.29,138.809,493.023,1425.13,421.603,380.429,1476.97,475.804,359.246,1231.82,494.545,369.185,1100.55,481.932,283.071,968.337,440.338,241.881,863.291,491.966,293.053,847.784,476.052,219.968,782.088,51.3373,401.457,1475.1,-14.1903,366.539,1286.41,-33.5628,392.357,1085.13,-53.851,327.445,1013.17,-7.09045,244.515,849.409,-49.8111,301.785,831.558,-44.4342,219.96,770.178,358.256,246.483,1003.92,88.4461,237.563,1004.19,251.882,429.186,1015.94,170.467,424.898,1014.34,403.54,314.216,670.307,398.405,351.408,509.385,398.197,390.7,256.54,371.842,388.479,72.683,318.168,431.359,61.2786,369.766,226.921,39.4596,38.6005,272.384,729.703,53.618,331.313,501.917,40.4721,357.137,388.594,83.3441,381.646,69.72,144.259,424.991,54.2703,82.2612,216.423,34.7278
2607,0,300.981,315.256,1715.43,147.428,279.126,1720.49,285.481,429.165,1707.5,133.114,403.241,1717.01,215.078,447.199,1517.48,,,,227.482,494.933,1235.88,234.768,257.893,1274.19,138.81,493.061,1425.08,421.682,380.398,1476.95,475.563,359.196,1231.78,494.58,369.293,1100.42,481.839,283.052,968.331,440.196,241.842,863.274,491.817,292.997,847.749,475.906,219.887,782.089,50.9331,401.605,1475.63,-14.169,366.636,1286.39,-33.4878,392.421,1085.12,-53.8165,327.508,1013.17,-7.09712,244.595,849.366,-49.8177,301.897,831.551,-44.4702,220.086,770.161,358.197,246.503,1003.92,88.3929,237.578,1004.19,251.803,429.071,1015.89,170.452,424.868,1014.31,403.519,314.194,670.299,398.394,351.437,509.366,398.195,390.684,256.526,371.88,388.475,72.7584,318.171,431.421,61.4538,369.767,226.903,39.4283,38.5523,272.398,729.704,53.5697,331.355,501.898,40.4202,357.1,388.605,83.3167,381.649,69.7042,144.237,425,54.2647,82.2607,216.411,34.6774
2608,0,300.979,315.341,1715.47,147.356,279.338,1720.55,285.573,429.257,1707.43,133.181,403.51,1716.97,215.132,447.694,1517.66,,,,227.468,495.024,1235.85,234.757,257.92,1274.22,138.848,493.301,1425.1,421.639,380.567,1476.91,475.753,359.255,1231.71,494.525,369.31,1100.37,481.76,283.014,968.286,440.087,241.802,863.298,491.696,292.925,847.697,475.766,219.831,782.081,51.491,401.664,1475.32,-14.1644,366.687,1286.4,-33.4392,392.512,1085.11,-53.7772,327.633,1013.17,-7.11788,244.645,849.287,-49.8236,302.039,831.542,-44.4583,220.257,770.086,358.165,246.532,1003.91,88.3402,237.532,1004.21,251.769,429.063,1015.85,170.384,424.813,1014.29,403.515,314.219,670.288,398.344,351.435,509.392,398.158,390.676,256.534,371.826,388.45,72.7616,318.207,431.328,61.3146,369.775,226.923,39.4976,38.4934,272.402,729.696,53.5371,331.352,501.91,40.3527,357.145,388.609,83.2964,381.649,69.702,144.201,425.027,54.2573,82.2539,216.423,34.6508
2609,0,300.94,315.395,1715.46,147.252,279.589,1720.58,285.601,429.476,1707.45,133.272,403.813,1716.92,215.143,447.417,1517.44,,,,227.48,495.035,1235.79,234.718,257.906,1274.24,138.904,493.294,1425.03,421.778,380.812,1476.93,475.526,359.173,1231.68,494.511,369.288,1100.31,481.683,282.966,968.259,439.96,241.725,863.276,491.619,292.88,847.675,475.641,219.731,782.071,50.931,401.878,1475.64,-14.1554,366.838,1286.38,-33.3678,392.574,1085.06,-53.753,327.71,1013.13,-6.99138,244.737,849.342,-49.8356,302.058,831.537,-44.4983,220.099,770.158,358.112,246.502,1003.92,88.3074,237.555,1004.21,251.715,428.927,1015.76,170.353,424.874,1014.26,403.511,314.256,670.293,398.305,351.427,509.407,398.156,390.693,256.537,371.872,388.396,72.7572,318.162,431.425,61.3971,369.775,226.911,39.4598,38.4418,272.418,729.697,53.4979,331.374,501.887,40.3048,357.084,388.621,83.3091,381.645,69.6912,144.202,425.027,54.2748,82.2504,216.426,34.6327
2610,0,300.919,315.447,1715.51,147.224,279.758,1720.62,285.749,429.532,1707.38,133.317,404.09,1716.86,215.156,447.507,1517.41,,,,227.485,495.029,1235.73,234.686,257.961,1274.24,138.93,493.45,1425.02,421.67,380.704,1476.85,475.516,359.184,1231.65,494.483,369.262,1100.27,481.599,282.929,968.236,439.886,241.695,863.268,491.522,292.826,847.625,475.541,219.646,782.064,51.5217,401.935,1475.3,-14.1689,366.971,1286.34,-33.3274,392.647,1085.04,-53.7114,327.777,1013.1,-6.84951,244.94,849.3,-49.8753,302.107,831.538,-44.3994,220.318,770.105,358.064,246.476,1003.92,88.2619,237.587,1004.2,251.735,429.188,1015.81,170.311,424.825,1014.25,403.487,314.26,670.314,398.316,351.473,509.415,398.131,390.685,256.518,371.851,388.443,72.7487,318.188,431.323,61.1682,369.777,226.919,39.4931,38.3952,272.406,729.688,53.4684,331.376,501.895,40.2897,357.142,388.59,83.2916,381.673,69.7248,144.185,425.038,54.2576,82.2535,216.408,34.6706
2611,0,300.518,315.487,1715.49,147.126,280.011,1720.7,285.321,429.689,1707.32,132.949,404.147,1716.84,214.888,447.457,1517.37,,,,227.12,494.902,1235.65,234.671,258.055,1274.17,138.697,493.441,1424.9,421.611,380.777,1476.77,475.514,359.212,1231.59,494.195,369.04,1100.28,481.55,282.882,968.211,439.827,241.668,863.214,491.312,292.742,847.602,475.463,219.596,782.036,50.554,402.213,1475.66,-13.9865,366.999,1286.37,-33.7259,392.586,1085.06,-53.9011,327.973,1013.06,-6.6976,245.112,849.222,-50.0733,302.058,831.548,-44.2608,220.2,770.174,358.04,246.533,1003.93,88.2165,237.602,1004.23,251.087,428.94,1015.73,169.824,424.676,1014.15,403.13,314.162,670.264,398.168,351.504,509.385,398.044,390.745,256.529,371.779,388.52,72.7104,318.066,431.33,61.2759,369.777,226.907,39.4575,38.8523,272.304,729.473,53.2313,331.402,501.922,39.9052,357.122,388.641,83.0733,381.639,69.7035,144.01,425.032,54.2613,82.1525,216.481,34.5559
2612,0,300.671,315.572,1715.54,146.94,280.264,1720.77,285.907,429.634,1707.16,133.462,404.588,1716.74,215.187,447.68,1517.34,,,,227.484,495.073,1235.66,234.713,258.311,1274.12,139.047,493.736,1424.97,421.672,380.811,1476.77,475.495,359.164,1231.58,494.448,369.211,1100.19,481.512,282.838,968.197,439.75,241.603,863.228,491.453,292.681,847.607,475.404,219.521,782.046,51.3832,402.302,1475.08,-14.1338,367.313,1286.28,-33.2821,392.789,1085.02,-53.6865,327.923,1013.06,-6.16738,244.283,849.307,-50.0748,302.025,831.615,-44.0552,220.3,770.166,358.009,246.532,1003.92,88.1819,237.595,1004.24,251.634,429.236,1015.78,170.223,424.936,1014.2,403.407,314.243,670.303,398.298,351.547,509.404,398.121,390.753,256.544,371.848,388.447,72.7065,318.188,431.341,61.3277,369.771,226.927,39.4618,38.4819,272.227,729.689,53.3761,331.419,501.871,40.2045,357.117,388.576,83.2907,381.651,69.6851,144.174,425.034,54.2654,82.2353,216.427,34.5995
2613,0,300.654,315.618,1715.6,146.789,280.546,1720.82,286.012,429.566,1707,133.49,404.806,1716.65,215.209,447.78,1517.32,,,,227.477,495.052,1235.56,234.625,258.137,1274.18,139.092,493.816,1424.91,421.666,380.812,1476.73,475.472,359.164,1231.56,494.441,369.17,1100.15,481.484,282.795,968.17,439.717,241.55,863.22,491.428,292.641,847.57,475.358,219.438,782.035,51.3768,402.438,1475.1,-14.1348,367.353,1286.33,-33.2887,392.889,1084.98,-53.6329,327.914,1013.06,-5.83004,244.348,849.325,-50.2737,301.888,831.701,-43.7944,220.195,770.253,357.979,246.51,1003.95,88.1705,237.642,1004.23,251.629,429.255,1015.75,170.253,424.948,1014.18,403.405,314.294,670.33,398.275,351.489,509.387,398.124,390.746,256.555,371.831,388.469,72.7109,318.194,431.317,61.1119,369.786,226.917,39.4722,38.462,272.237,729.692,53.368,331.114,502.136,40.19,357.144,388.584,83.2818,381.635,69.6862,144.177,425.02,54.2659,82.2668,216.422,34.6719
2614,0,300.573,315.69,1715.65,146.614,280.747,1720.92,286.069,429.619,1706.92,133.494,405.049,1716.57,215.263,447.85,1517.28,,,,227.519,495.133,1235.56,234.611,258.182,1274.18,139.147,493.888,1424.87,421.718,380.697,1476.79,475.469,359.165,1231.51,494.421,369.137,1100.14,481.477,282.752,968.159,439.702,241.51,863.199,491.423,292.542,847.56,475.355,219.402,782.019,51.4122,402.579,1475.09,-14.1286,367.59,1286.27,-33.3009,392.91,1084.97,-53.5715,327.878,1013.06,-5.59013,245.276,849.03,-50.4864,301.69,831.781,-43.4472,220.394,770.248,357.963,246.571,1003.93,88.1577,237.678,1004.25,251.602,429.221,1015.73,170.203,424.983,1014.16,403.387,314.306,670.332,398.436,351.441,509.423,398.116,390.767,256.558,371.868,388.5,72.7609,318.166,431.419,61.4328,369.784,226.904,39.4851,38.4291,272.23,729.69,53.3114,331.133,502.135,40.1988,357.148,388.57,83.2883,381.678,69.7244,144.157,425.027,54.2781,82.2623,216.443,34.7705
