
Model Outputs
120
,,sub_test1:HED,,,,,,,,,sub_test1:LAJC,,,sub_test1:LAbsAnkleAngle,,,sub_test1:LAnkleAngles,,,sub_test1:LCL,,,,,,,,,sub_test1:LEJC,,,sub_test1:LElbowAngles,,,sub_test1:LFE,,,,,,,,,sub_test1:LFO,,,,,,,,,sub_test1:LFootProgressAngles,,,sub_test1:LHJC,,,sub_test1:LHN,,,,,,,,,sub_test1:LHU,,,,,,,,,sub_test1:LHeadAngles,,,sub_test1:LHipAngles,,,sub_test1:LKJC,,,sub_test1:LKneeAngles,,,sub_test1:LNeckAngles,,,sub_test1:LPelvisAngles,,,sub_test1:LRA,,,,,,,,,sub_test1:LSJC,,,sub_test1:LShoulderAngles,,,sub_test1:LSpineAngles,,,sub_test1:LTI,,,,,,,,,sub_test1:LTO,,,,,,,,,sub_test1:LThoraxAngles,,,sub_test1:LWJC,,,sub_test1:LWristAngles,,,sub_test1:PEL,,,,,,,,,sub_test1:RAJC,,,sub_test1:RAbsAnkleAngle,,,sub_test1:RAnkleAngles,,,sub_test1:RCL,,,,,,,,,sub_test1:REJC,,,sub_test1:RElbowAngles,,,sub_test1:RFE,,,,,,,,,sub_test1:RFO,,,,,,,,,sub_test1:RFootProgressAngles,,,sub_test1:RHJC,,,sub_test1:RHN,,,,,,,,,sub_test1:RHU,,,,,,,,,sub_test1:RHeadAngles,,,sub_test1:RHipAngles,,,sub_test1:RKJC,,,sub_test1:RKneeAngles,,,sub_test1:RNeckAngles,,,sub_test1:RPelvisAngles,,,sub_test1:RRA,,,,,,,,,sub_test1:RSJC,,,sub_test1:RShoulderAngles,,,sub_test1:RSpineAngles,,,sub_test1:RTI,,,,,,,,,sub_test1:RTO,,,,,,,,,sub_test1:RThoraxAngles,,,sub_test1:RWJC,,,sub_test1:RWristAngles,,,sub_test1:TRX,,,,,,,,,sub_test1:LAJC,,,sub_test1:LEJC,,,sub_test1:LHJC,,,sub_test1:LKJC,,,sub_test1:LSJC,,,sub_test1:LWJC,,,sub_test1:RAJC,,,sub_test1:REJC,,,sub_test1:RHJC,,,sub_test1:RKJC,,,sub_test1:RSJC,,,sub_test1:RWJC,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
39,0,-11.5191,-4.86624,-82.8768,190.935,348.699,1688.4,292.779,292.779,292.779,299.92,325.693,84.9031,2.74412,0,0,10.0107,-1.611e-12,-74.0135,50.9335,-42.7993,-62.989,337.709,179.273,1480.65,147.873,147.873,147.873,464.421,242.009,1223.8,55.9633,-7.95139e-16,2.79253e-12,-5.38876,-1.09197,193.498,363.488,296.264,537.368,612.151,612.151,612.151,-58.8178,-66.4721,-41.425,364.532,194.677,58.7084,207.279,207.279,207.279,-94.0536,-17.1353,-157.478,330.707,285.456,1148.55,-29.9043,7.43928,-41.7793,394.729,-9.1671,821.373,199.709,199.709,199.709,-3.16251,-30.2254,63.198,464.421,242.009,1223.8,293.197,293.197,293.197,-10.8501,3.64267,172.828,2.24468,-177.668,-103.038,363.488,296.264,537.368,-10.1338,5.19621,-25.0886,-9.39515,6.34289,7.06735,-3.23457,179.285,0.598511,-32.2046,20.0385,53.9244,452.727,72.5539,994.12,265.666,265.666,265.666,337.709,179.273,1480.65,-13.3079,24.6679,28.0577,175.993,0.863424,1.09184,12.7435,-12.3199,217.541,299.92,325.693,84.9031,437.856,437.856,437.856,-58.8178,-66.4721,-41.425,390.996,131.013,54.1967,69.0928,69.0928,69.0928,-179.219,-178.46,0.602613,452.727,72.5539,994.12,-0.939507,-18.1544,93.9028,127.84,129.137,4.44457,203.254,284.279,1146.87,254.939,254.939,254.939,117.003,346.722,93.3717,8.68161,0,0,90.7973,-1.47484e-13,-81.3175,-41.0575,47.3333,-97.713,122.23,165.534,1483.85,111.098,111.098,111.098,-39.0864,264.742,1215.36,61.732,6.4605e-16,1.20225e-12,-1.51482,-0.0889099,-13.9547,74.7933,267.172,541.178,604.219,604.219,604.219,15.3118,114.034,118.25,86.1204,208.05,74.7567,200.116,200.116,200.116,87.3502,-86.4096,18.0461,75.8006,283.101,1145.19,14.0947,61.2598,225.932,-18.2685,12.8272,826.818,184.845,184.845,184.845,41.3433,1.53179,108.496,-39.0864,264.742,1215.36,328.562,328.562,328.562,-10.8501,-3.64267,-172.828,-175.263,-0.857805,75.5084,74.7933,267.172,541.178,-2.52711,12.5163,-4.22022,-9.39515,-6.34289,-7.06735,-3.23457,-179.285,-0.598511,-20.9019,39.8419,118.464,-40.6687,95.3959,990.672,261.668,261.668,261.668,122.23,165.534,1483.85,-17.9177,32.8345,28.4401,175.993,-0.863424,-1.09184,10.7924,-3.72298,-17.7776,117.003,346.722,93.3717,440.972,440.972,440.972,15.3118,114.034,118.25,65.4562,144.694,71.8245,66.7055,66.7054,66.7055,-179.219,178.46,-0.602613,-40.6687,95.3959,990.672,-4.50592,-11.7392,110.809,-126.223,127.535,-2.56626,210.541,145.931,1548.35,129.486,129.486,129.485,299.92,325.693,84.9031,464.421,242.009,1223.8,330.707,285.456,1148.55,363.488,296.264,537.368,337.709,179.273,1480.65,452.727,72.5539,994.12,117.003,346.722,93.3717,-39.0864,264.742,1215.36,75.8006,283.101,1145.19,74.7933,267.172,541.178,122.23,165.534,1483.85,-40.6687,95.3959,990.672
40,0,-11.5457,-4.90498,-82.9087,191.027,348.642,1688.29,292.779,292.779,292.779,299.74,325.776,85.0039,2.76745,0,0,10.0685,-1.64686e-12,-73.968,50.9751,-42.856,-63.0121,337.844,179.261,1480.73,147.96,147.96,147.96,464.347,242.131,1223.83,55.9037,0,-2.44903e-12,-5.40206,-1.07048,193.473,363.603,296.252,537.52,612.03,612.03,612.03,-58.8559,-66.4254,-41.3573,364.34,194.758,58.7926,207.279,207.279,207.279,-94.0552,-17.2176,-157.474,330.721,285.576,1148.57,-29.9195,7.43497,-41.6144,394.679,-8.9385,821.034,200.101,200.101,200.101,-3.11389,-30.2024,63.1997,464.347,242.131,1223.83,293.177,293.177,293.177,-10.8899,3.63515,172.861,2.23466,-177.66,-103.003,363.603,296.252,537.52,-10.1752,5.22488,-25.1645,-9.45003,6.33833,7.04307,-3.2119,179.284,0.608426,-32.1348,20.0078,53.9654,452.683,73.0891,994.088,265.484,265.484,265.484,337.844,179.261,1480.73,-13.3304,24.6197,28.0437,176.027,0.865388,1.11423,12.8029,-12.3742,217.58,299.74,325.776,85.0039,437.953,437.953,437.953,-58.8558,-66.4254,-41.3573,390.81,131.097,54.2793,69.0928,69.0928,69.0928,-179.23,-178.457,0.614366,452.683,73.0891,994.088,-0.86931,-18.0663,93.7785,127.817,129.136,4.42009,203.269,284.376,1146.89,254.939,254.939,254.939,117.093,346.429,93.4302,8.61576,0,0,90.3753,-5.11656e-12,-81.3841,-41.0478,47.3421,-97.7084,122.223,165.575,1483.85,111.072,111.072,111.072,-39.0537,264.858,1215.37,61.7619,1.93815e-15,2.33771e-12,-1.51564,-0.0907194,-13.9835,74.8223,267.237,541.18,604.237,604.237,604.237,15.7551,114.101,118.512,86.0841,207.808,74.6482,200.116,200.116,200.116,87.3201,-86.8087,18.0646,75.8159,283.177,1145.21,13.5083,60.1111,226.515,-18.3358,14.8768,826.527,184.173,184.173,184.173,41.34,1.5303,108.451,-39.0537,264.858,1215.37,328.555,328.555,328.555,-10.8899,-3.63515,-172.861,-175.285,-0.858233,75.4695,74.8223,267.237,541.18,-2.53814,12.4785,-4.27655,-9.45003,-6.33833,-7.04307,-3.2119,-179.284,-0.608426,-20.9123,39.8772,118.421,-40.7169,95.3079,990.691,261.775,261.775,261.774,122.223,165.575,1483.85,-17.9162,32.8335,28.4002,176.027,-0.865388,-1.11423,10.7543,-3.73058,-17.8622,117.093,346.429,93.4302,440.859,440.859,440.86,15.7551,114.101,118.512,65.3995,144.46,71.6831,66.7055,66.7055,66.7055,-179.23,178.457,-0.614366,-40.7169,95.3079,990.691,-5.06249,-12.1397,111.07,-126.203,127.541,-2.55678,210.511,145.961,1548.33,129.516,129.516,129.516,299.74,325.776,85.0039,464.347,242.131,1223.83,330.721,285.576,1148.57,363.603,296.252,537.52,337.844,179.261,1480.73,452.683,73.0891,994.088,117.093,346.429,93.4302,-39.0537,264.858,1215.37,75.8159,283.177,1145.21,74.8223,267.237,541.18,122.223,165.575,1483.85,-40.7169,95.3079,990.691
41,0,-11.6218,-4.92108,-82.9286,191.036,348.584,1688.09,292.779,292.779,292.778,299.912,325.688,84.9133,2.75639,0,0,10.0595,-2.1372e-13,-74.0193,50.9586,-42.8038,-63.0111,337.743,179.37,1480.65,147.944,147.944,147.944,464.34,242.275,1223.82,55.8904,4.37326e-15,4.48458e-13,-5.39852,-1.05079,193.477,363.597,296.291,537.521,612.041,612.041,612.041,-58.8518,-66.4494,-41.3693,364.527,194.669,58.7391,207.279,207.279,207.279,-94.041,-17.1905,-157.471,330.724,285.74,1148.59,-29.8809,7.43635,-41.6469,394.66,-8.50382,820.845,200.068,200.068,200.068,-3.10641,-30.2262,63.1521,464.34,242.275,1223.82,293.161,293.161,293.161,-10.9508,3.67193,172.88,2.16675,-177.66,-103.01,363.597,296.291,537.521,-10.1522,5.21505,-25.1121,-9.52119,6.38052,7.02234,-3.13248,179.284,0.603496,-32.0987,19.9811,53.9289,452.64,73.3828,993.935,265.512,265.512,265.512,337.743,179.37,1480.65,-13.3309,24.639,28.0806,176.118,0.866249,1.12116,12.7697,-12.3172,217.538,299.912,325.688,84.9133,438.011,438.011,438.011,-58.8518,-66.4494,-41.3693,391,131.008,54.2417,69.0928,69.0928,69.0928,-179.242,-178.456,0.623786,452.64,73.3828,993.935,-0.86352,-18.0581,93.7743,127.784,129.093,4.3291,203.271,284.548,1146.91,254.939,254.939,254.939,117.004,346.773,93.75,8.67962,0,0,90.6485,2.38143e-12,-81.3198,-41.0294,47.3448,-97.7009,122.22,165.641,1483.85,111.065,111.065,111.065,-39.0164,264.98,1215.37,61.7427,1.98785e-15,-1.06549e-12,-1.52526,-0.0917877,-13.9938,74.8218,267.316,541.201,604.238,604.238,604.238,15.4783,114.07,118.335,86.0692,208.117,75.1015,200.116,200.116,200.116,87.351,-86.56,18.055,75.8179,283.357,1145.23,13.9386,60.7024,226.272,-18.4687,13.9645,826.615,184.519,184.519,184.519,41.3385,1.51764,108.444,-39.0164,264.98,1215.37,328.554,328.554,328.554,-10.9508,-3.67193,-172.88,-175.355,-0.857377,75.4632,74.8218,267.316,541.201,-2.51658,12.5247,-4.21246,-9.52119,-6.38052,-7.02234,-3.13248,-179.284,-0.603496,-20.8895,39.8565,118.414,-40.7403,95.5201,990.627,261.772,261.772,261.772,122.22,165.641,1483.85,-17.9111,32.8285,28.3967,176.118,-0.866249,-1.12116,10.7901,-3.7214,-17.8093,117.004,346.773,93.75,440.605,440.605,440.605,15.4783,114.07,118.335,65.3951,144.764,72.1703,66.7055,66.7054,66.7054,-179.242,178.456,-0.623786,-40.7403,95.5201,990.627,-4.78193,-11.9116,111.039,-126.186,127.545,-2.54392,210.492,146.016,1548.34,129.504,129.504,129.504,299.912,325.688,84.9133,464.34,242.275,1223.82,330.724,285.74,1148.59,363.597,296.291,537.521,337.743,179.37,1480.65,452.64,73.3828,993.935,117.004,346.773,93.75,-39.0164,264.98,1215.37,75.8179,283.357,1145.23,74.8218,267.316,541.201,122.22,165.641,1483.85,-40.7403,95.5201,990.627
42,0,-11.6417,-4.90063,-82.9325,191.007,348.662,1688.08,292.779,292.779,292.779,299.841,325.829,84.9922,2.74,0,0,10.0018,3.81332e-13,-74.0236,50.9886,-42.8345,-63.0446,337.791,179.327,1480.72,147.932,147.932,147.932,464.259,242.35,1223.82,55.8753,1.59028e-15,-3.5495e-12,-5.38003,-1.05053,193.523,363.476,296.374,537.347,612.225,612.225,612.225,-58.7997,-66.4688,-41.4194,364.481,194.833,58.7643,207.279,207.279,207.279,-94.0683,-17.14,-157.466,330.721,285.824,1148.6,-29.7461,7.44929,-41.7357,394.707,-7.8205,820.738,199.72,199.72,199.72,-3.07287,-30.2117,63.166,464.259,242.35,1223.82,293.195,293.195,293.195,-10.952,3.69824,172.881,2.16256,-177.673,-103.062,363.476,296.374,537.347,-10.1324,5.22949,-25.073,-9.53986,6.40941,7.0161,-3.12817,179.282,0.59756,-32.069,19.9797,53.9616,452.542,73.4834,993.75,265.641,265.641,265.641,337.791,179.327,1480.72,-13.3357,24.6059,28.0587,176.143,0.865261,1.11755,12.76,-12.3352,217.544,299.841,325.829,84.9922,437.758,437.758,437.758,-58.7997,-66.4688,-41.4194,390.959,131.177,54.2367,69.0928,69.0928,69.0928,-179.262,-178.455,0.625509,452.542,73.4834,993.75,-0.982796,-18.1113,93.9136,127.788,129.084,4.32616,203.269,284.646,1146.92,254.939,254.939,254.939,116.994,346.896,93.5238,8.5419,0,0,91.0768,-1.77698e-12,-81.4566,-41.0178,47.3744,-97.7041,122.189,165.706,1483.84,111.101,111.102,111.101,-39.0264,265.11,1215.41,61.7343,2.13694e-15,1.9306e-12,-1.52719,-0.0935545,-14.0067,74.8335,267.404,541.189,604.26,604.26,604.26,15.0717,113.777,118.175,86.027,208.28,74.6347,200.116,200.116,200.116,87.2054,-86.0957,18.1067,75.8156,283.468,1145.24,13.5334,60.2051,226.482,-18.3049,15.1219,826.327,184.347,184.347,184.347,41.3499,1.49859,108.456,-39.0264,265.11,1215.41,328.521,328.521,328.521,-10.952,-3.69824,-172.881,-175.357,-0.85748,75.4563,74.8335,267.404,541.189,-2.50675,12.5254,-4.19519,-9.53986,-6.40941,-7.0161,-3.12817,-179.282,-0.59756,-20.8758,39.8271,118.426,-40.7365,95.7539,990.58,261.779,261.779,261.779,122.189,165.706,1483.84,-17.9066,32.8284,28.4053,176.143,-0.865261,-1.11755,10.7888,-3.71651,-17.8059,116.994,346.896,93.5238,440.819,440.819,440.819,15.0717,113.777,118.175,65.2957,144.953,71.5435,66.7055,66.7055,66.7055,-179.262,178.455,-0.625509,-40.7364,95.7539,990.58,-4.97416,-12.1027,111.066,-126.174,127.537,-2.52238,210.493,146.026,1548.33,129.517,129.516,129.516,299.841,325.829,84.9922,464.259,242.35,1223.82,330.721,285.824,1148.6,363.476,296.374,537.347,337.791,179.327,1480.72,452.542,73.4834,993.75,116.994,346.896,93.5238,-39.0264,265.11,1215.41,75.8156,283.468,1145.24,74.8335,267.404,541.189,122.189,165.706,1483.84,-40.7364,95.7539,990.58
43,0,-11.6526,-4.91293,-82.9211,190.98,348.671,1688.04,292.779,292.779,292.779,299.848,325.811,85.0082,2.75019,0,0,10.0299,1.17757e-12,-74.0084,50.9889,-42.835,-63.0612,337.772,179.382,1480.72,147.934,147.934,147.934,464.208,242.463,1223.85,55.8354,-3.18055e-15,-2.41404e-12,-5.39205,-1.02916,193.499,363.587,296.352,537.497,612.103,612.103,612.103,-58.8273,-66.4501,-41.3929,364.466,194.803,58.7928,207.279,207.279,207.279,-94.0602,-17.1735,-157.471,330.741,285.935,1148.63,-29.7558,7.48139,-41.6511,394.568,-7.54065,820.53,199.883,199.883,199.883,-3.05145,-30.2152,63.1376,464.208,242.463,1223.85,293.165,293.165,293.165,-10.9675,3.69548,172.87,2.16708,-177.661,-103.07,363.587,296.352,537.497,-10.1513,5.24084,-25.1069,-9.56094,6.41463,7.03922,-3.12176,179.284,0.56489,-32.0175,19.9457,53.9566,452.5,73.8665,993.649,265.588,265.588,265.588,337.772,179.382,1480.72,-13.3479,24.5958,28.0743,176.157,0.871995,1.09862,12.7805,-12.3424,217.549,299.848,325.811,85.0082,437.905,437.905,437.905,-58.8273,-66.4501,-41.3929,390.938,131.142,54.274,69.0928,69.0928,69.0928,-179.269,-178.451,0.639151,452.5,73.8665,993.649,-0.908244,-18.0846,93.8082,127.824,129.046,4.31555,203.288,284.829,1146.95,254.939,254.939,254.939,117.019,346.94,93.5121,8.63327,0,0,91.2838,-9.74414e-13,-81.3645,-41.0176,47.3806,-97.6816,122.149,165.774,1483.84,111.108,111.108,111.108,-38.985,265.2,1215.37,61.7064,2.88238e-15,-1.12274e-12,-1.54877,-0.0939806,-14.0066,74.8284,267.431,541.174,604.325,604.325,604.325,14.8214,113.836,117.981,86.1726,208.26,74.8962,200.116,200.116,200.116,87.2999,-85.9066,18.0728,75.8338,283.723,1145.28,13.9736,60.7975,226.208,-18.421,14.1374,826.341,184.791,184.791,184.791,41.3355,1.48565,108.456,-38.985,265.2,1215.37,328.521,328.521,328.521,-10.9675,-3.69548,-172.87,-175.341,-0.854865,75.489,74.8284,267.431,541.174,-2.50721,12.5497,-4.1246,-9.56094,-6.41463,-7.03922,-3.12176,-179.284,-0.56489,-20.8587,39.8002,118.417,-40.7277,95.9718,990.515,261.73,261.73,261.73,122.149,165.774,1483.84,-17.8976,32.8178,28.4088,176.157,-0.871995,-1.09862,10.7888,-3.72664,-17.7339,117.019,346.94,93.5121,440.821,440.821,440.821,14.8214,113.836,117.981,65.479,144.916,71.9089,66.7055,66.7055,66.7055,-179.269,178.451,-0.639151,-40.7277,95.9718,990.515,-4.69096,-11.8553,111.011,-126.153,127.546,-2.51853,210.468,146.102,1548.32,129.521,129.521,129.521,299.848,325.811,85.0082,464.208,242.463,1223.85,330.741,285.935,1148.63,363.587,296.352,537.497,337.772,179.382,1480.72,452.5,73.8665,993.649,117.019,346.94,93.5121,-38.985,265.2,1215.37,75.8338,283.723,1145.28,74.8284,267.431,541.174,122.149,165.774,1483.84,-40.7277,95.9718,990.515
44,0,-11.7327,-4.92221,-82.9594,190.986,348.258,1688.1,292.779,292.779,292.779,299.789,325.785,84.9643,2.73783,0,0,9.97903,2.4231e-13,-73.9995,50.9957,-42.8394,-63.0757,337.77,179.403,1480.7,147.961,147.961,147.961,464.152,242.57,1223.85,55.8426,-2.38542e-15,-3.435e-12,-5.37878,-1.03659,193.51,363.525,296.485,537.33,612.296,612.296,612.296,-58.804,-66.4804,-41.419,364.436,194.787,58.7651,207.279,207.279,207.279,-94.0564,-17.1312,-157.464,330.76,286.026,1148.66,-29.604,7.5151,-41.6328,394.573,-6.89325,820.357,199.705,199.705,199.704,-3.02831,-30.2171,63.1325,464.152,242.57,1223.85,293.146,293.146,293.146,-11.0261,3.74099,172.906,2.18162,-177.676,-103.076,363.525,296.485,537.329,-10.1489,5.21918,-25.1136,-9.62511,6.46001,6.99392,-3.13989,179.277,0.569843,-31.9984,19.9515,53.961,452.382,73.991,993.555,265.649,265.649,265.649,337.77,179.403,1480.7,-13.3616,24.5864,28.0766,176.145,0.865401,1.10666,12.7963,-12.3113,217.569,299.789,325.785,84.9642,437.772,437.772,437.772,-58.804,-66.4804,-41.419,390.916,131.13,54.2508,69.0928,69.0928,69.0929,-179.275,-178.452,0.642543,452.382,73.991,993.555,-1.04401,-18.1331,93.8149,127.824,129.057,4.34357,203.306,284.91,1146.97,254.939,254.939,254.939,116.993,347.023,93.5625,8.62756,0,0,91.596,-4.30236e-12,-81.3691,-41.0052,47.3838,-97.6975,122.165,165.822,1483.84,111.059,111.06,111.059,-38.9487,265.352,1215.37,61.7204,-2.83268e-15,9.63708e-13,-1.54538,-0.0895871,-13.9992,74.807,267.544,541.166,604.33,604.33,604.33,14.4961,113.744,117.789,86.1976,208.322,75.0135,200.116,200.116,200.116,87.2961,-85.5896,18.0778,75.8528,283.795,1145.28,13.5053,60.1745,226.491,-18.2469,15.4792,826.139,184.408,184.408,184.408,41.3407,1.46889,108.442,-38.9487,265.352,1215.37,328.541,328.541,328.541,-11.0261,-3.74099,-172.906,-175.327,-0.865753,75.4922,74.807,267.544,541.166,-2.51423,12.5442,-4.09011,-9.62511,-6.46001,-6.99392,-3.13989,-179.277,-0.569843,-20.8612,39.7972,118.404,-40.6983,96.0875,990.469,261.783,261.783,261.783,122.165,165.822,1483.84,-17.9081,32.8144,28.4001,176.145,-0.865401,-1.10666,10.7849,-3.73106,-17.6921,116.993,347.023,93.5625,440.758,440.758,440.758,14.4961,113.744,117.789,65.4983,144.98,72.022,66.7055,66.7055,66.7055,-179.275,178.452,-0.642543,-40.6983,96.0876,990.469,-4.96764,-12.1065,111.09,-126.146,127.547,-2.51089,210.431,146.133,1548.31,129.51,129.51,129.51,299.789,325.785,84.9643,464.152,242.57,1223.85,330.76,286.026,1148.66,363.525,296.485,537.329,337.77,179.403,1480.7,452.382,73.991,993.555,116.993,347.023,93.5625,-38.9487,265.352,1215.37,75.8528,283.795,1145.28,74.807,267.544,541.166,122.165,165.822,1483.84,-40.6983,96.0876,990.469
45,0,-11.7748,-4.92583,-82.9622,190.957,348.23,1687.96,292.779,292.779,292.778,299.967,325.914,84.8907,2.7336,0,0,10.031,-1.07449e-12,-74.1091,50.9747,-42.7895,-63.0823,337.6,179.479,1480.65,147.86,147.86,147.86,464.09,242.663,1223.84,55.7957,-1.19271e-15,-2.80843e-12,-5.37557,-1.03497,193.525,363.504,296.535,537.33,612.288,612.288,612.288,-58.814,-66.463,-41.396,364.611,194.918,58.6785,207.279,207.279,207.279,-94.0601,-17.1602,-157.461,330.763,286.084,1148.65,-29.641,7.53008,-41.7897,394.431,-6.58907,820.191,199.812,199.812,199.812,-3.0316,-30.2388,63.1084,464.09,242.663,1223.84,293.159,293.159,293.159,-11.057,3.76425,172.908,2.22896,-177.675,-103.122,363.504,296.535,537.33,-10.1177,5.22553,-24.9896,-9.66589,6.49491,6.9837,-3.1876,179.281,0.540533,-31.9662,19.8921,53.9486,452.459,74.3284,993.424,265.602,265.602,265.602,337.6,179.479,1480.65,-13.3525,24.6012,28.098,176.11,0.876277,1.07466,12.7419,-12.2905,217.466,299.967,325.914,84.8907,437.823,437.823,437.823,-58.814,-66.463,-41.396,391.095,131.263,54.1602,69.0929,69.0928,69.0928,-179.288,-178.444,0.641332,452.459,74.3284,993.424,-0.936857,-18.1705,93.9253,127.882,129.049,4.3941,203.309,285.035,1146.97,254.939,254.939,254.939,116.994,346.745,93.2808,8.58934,0,0,90.8257,1.06468e-13,-81.4098,-40.9889,47.3868,-97.6898,122.153,165.892,1483.84,111.064,111.064,111.064,-38.9662,265.45,1215.39,61.7186,-1.19271e-15,-1.0305e-12,-1.55576,-0.091991,-14.0039,74.8199,267.623,541.178,604.335,604.335,604.335,15.3079,113.96,118.243,86.0282,208.104,74.5748,200.116,200.116,200.116,87.3075,-86.3618,18.0843,75.8547,283.985,1145.29,13.5013,60.1952,226.5,-18.1932,15.6146,826.098,184.391,184.391,184.391,41.3495,1.45794,108.458,-38.9662,265.451,1215.39,328.533,328.533,328.533,-11.057,-3.76425,-172.908,-175.268,-0.859748,75.5173,74.8199,267.623,541.178,-2.51743,12.5043,-4.20931,-9.66589,-6.49491,-6.9837,-3.1876,-179.281,-0.540533,-20.8596,39.778,118.421,-40.6686,96.2238,990.406,261.824,261.824,261.824,122.153,165.892,1483.84,-17.9033,32.8226,28.4124,176.11,-0.876277,-1.07466,10.7387,-3.72313,-17.816,116.994,346.745,93.2808,440.983,440.983,440.983,15.3079,113.96,118.243,65.3217,144.764,71.596,66.7055,66.7055,66.7055,-179.288,178.444,-0.641332,-40.6686,96.2238,990.406,-4.94975,-12.0953,111.092,-126.137,127.536,-2.50467,210.414,146.192,1548.31,129.462,129.462,129.462,299.967,325.914,84.8907,464.09,242.663,1223.84,330.763,286.084,1148.65,363.504,296.535,537.33,337.6,179.479,1480.65,452.459,74.3284,993.424,116.994,346.745,93.2808,-38.9662,265.45,1215.39,75.8547,283.985,1145.29,74.8199,267.623,541.178,122.153,165.892,1483.84,-40.6686,96.2238,990.406
